hostname,sy_snum,sy_pnum,pl_bmasse,pl_bmassj,st_mass
Kepler-1331,1,1,1.16000,0.00364,0.72
Kepler-1332,1,1,2.45000,0.00771,0.95
Kepler-1333,1,1,8.30000,0.02610,0.94
Kepler-1334,1,1,5.86000,0.01840,0.94
Kepler-1335,1,1,2.70000,0.00849,0.77
Kepler-1336,1,2,4.58000,0.01440,0.94
Kepler-1336,1,2,3.57000,0.01120,0.94
Kepler-1337,1,1,6.39000,0.02010,0.70
Kepler-1338,1,1,0.72100,0.00227,1.04
Kepler-1339,1,1,0.28500,0.00090,0.94
Kepler-134,1,2,4.66000,0.01470,1.06
Kepler-134,1,2,2.13000,0.00669,1.06
Kepler-1340,1,1,3.02000,0.00951,1.27
Kepler-1342,1,1,3.39000,0.01070,0.93
Kepler-1343,1,1,4.38000,0.01380,0.95
Kepler-1344,1,1,4.04000,0.01270,1.09
Kepler-1345,1,1,6.17000,0.01940,1.32
Kepler-1346,1,1,3.12000,0.00982,1.14
Kepler-1347,1,1,1.08000,0.00340,0.82
Kepler-1348,1,1,4.42000,0.01390,1.04
Kepler-1349,1,1,0.27100,0.00085,1.16
Kepler-135,1,2,3.93000,0.01240,1.25
Kepler-135,1,2,1.65000,0.00521,1.25
Kepler-1350,1,2,6.90000,0.02170,0.55
Kepler-1350,1,2,3.64000,0.01150,0.55
Kepler-1351,1,1,0.20800,0.00065,0.70
Kepler-1352,1,1,0.64000,0.00201,1.11
Kepler-1353,1,1,3.89000,0.01230,0.76
Kepler-1354,1,1,9.11000,0.02870,1.16
Kepler-1355,1,1,2.73000,0.00859,0.88
Kepler-1356,1,1,2.96000,0.00930,0.82
Kepler-1357,1,1,2.18000,0.00687,0.93
Kepler-1358,1,1,1.46000,0.00459,0.82
Kepler-1359,1,1,8.40000,0.02640,0.78
Kepler-1360,1,1,11.50000,0.03610,1.51
Kepler-1361,1,1,0.56600,0.00178,0.83
Kepler-1362,1,1,7.27000,0.02290,0.80
Kepler-1363,1,1,2.10000,0.00660,0.76
Kepler-1364,1,1,5.27000,0.01660,1.49
Kepler-1365,1,2,0.72100,0.00227,1.00
Kepler-1365,1,2,0.43700,0.00137,1.00
Kepler-1366,1,1,2.63000,0.00829,0.62
Kepler-1367,1,1,0.72100,0.00227,0.62
Kepler-1368,1,1,3.36000,0.01060,1.07
Kepler-1369,1,1,7.70000,0.02420,0.99
Kepler-137,1,2,2.76000,0.00869,0.91
Kepler-137,1,2,4.19000,0.01320,0.91
Kepler-1370,1,2,4.04000,0.01270,1.19
Kepler-1370,1,2,2.15000,0.00678,1.19
Kepler-1371,1,2,0.31500,0.00099,0.87
Kepler-1371,1,2,0.19600,0.00062,0.87
Kepler-1372,1,1,2.15000,0.00678,0.98
Kepler-1373,1,1,1.65000,0.00521,1.22
Kepler-1374,1,1,5.86000,0.01840,0.85
Kepler-1375,1,1,3.68000,0.01160,1.47
Kepler-1376,1,1,1.16000,0.00364,0.98
Kepler-1377,1,1,2.10000,0.00660,0.86
Kepler-1378,1,1,5.48000,0.01720,0.70
Kepler-1379,1,1,2.24000,0.00705,0.83
Kepler-138,1,3,0.06600,0.00021,0.52
Kepler-138,1,3,1.97000,0.00620,0.52
Kepler-138,1,3,0.64000,0.00201,0.52
Kepler-1380,1,1,2.63000,0.00829,0.96
Kepler-1381,1,1,5.69000,0.01790,0.96
Kepler-1382,1,1,4.19000,0.01320,1.36
Kepler-1383,1,1,2.57000,0.00809,1.26
Kepler-1384,1,1,4.42000,0.01390,0.78
Kepler-1385,1,1,0.54300,0.00171,1.15
Kepler-1386,1,1,2.07000,0.00651,1.02
Kepler-1387,1,1,0.74900,0.00236,0.82
Kepler-1388,1,4,7.22000,0.02270,0.63
Kepler-1388,1,4,5.73000,0.01800,0.63
Kepler-1388,1,4,8.55000,0.02690,0.63
Kepler-1388,1,4,6.62000,0.02080,0.63
Kepler-1389,1,1,3.78000,0.01190,0.81
Kepler-139,1,2,8.96000,0.02820,1.05
Kepler-139,1,2,11.40000,0.03570,1.05
Kepler-1390,1,1,1.76000,0.00553,0.98
Kepler-1391,1,1,3.46000,0.01090,1.03
Kepler-1392,1,1,4.50000,0.01420,0.88
Kepler-1393,1,1,0.43700,0.00137,0.95
Kepler-1394,1,1,2.51000,0.00790,1.64
Kepler-1395,1,1,0.43700,0.00137,1.17
Kepler-1396,1,1,4.94000,0.01550,1.18
Kepler-1397,1,1,3.61000,0.01130,1.09
Kepler-1398,1,2,0.66600,0.00210,1.13
Kepler-1398,1,2,1.08000,0.00340,1.13
Kepler-1399,1,1,2.10000,0.00660,0.97
Kepler-140,1,2,3.22000,0.01010,1.15
Kepler-140,1,2,3.89000,0.01230,1.15
Kepler-1400,1,1,3.26000,0.01020,0.83
Kepler-1401,1,1,3.46000,0.01090,1.07
Kepler-1402,1,1,0.36300,0.00114,0.90
Kepler-1403,1,1,5.22000,0.01640,1.11
Kepler-1404,1,1,4.70000,0.01480,0.84
Kepler-1405,1,1,14.90000,0.04670,1.05
Kepler-1406,1,1,1.37000,0.00430,1.05
Kepler-1407,1,1,5.69000,0.01790,1.10
Kepler-1408,1,1,0.64000,0.00201,1.21
Kepler-1409,1,1,1.12000,0.00352,0.83
Kepler-141,1,2,0.25700,0.00081,1.00
Kepler-141,1,2,2.57000,0.00809,1.00
Kepler-1410,1,1,3.82000,0.01200,0.63
Kepler-1411,1,1,8.35000,0.02630,0.95
Kepler-1412,1,1,0.49800,0.00157,1.06
Kepler-1413,1,1,3.97000,0.01250,0.84
Kepler-1414,1,1,2.04000,0.00642,0.80
Kepler-1415,1,1,2.21000,0.00696,0.89
Kepler-1416,1,1,0.61500,0.00193,1.09
Kepler-1417,1,1,0.97200,0.00306,1.02
Kepler-1418,1,1,3.39000,0.01070,0.77
Kepler-1419,1,1,8.55000,0.02690,1.01
Kepler-142,1,3,4.62000,0.01450,0.99
Kepler-142,1,3,8.55000,0.02690,0.99
Kepler-142,1,3,5.31000,0.01670,0.99
Kepler-1420,1,1,2.18000,0.00687,0.82
Kepler-1421,1,1,0.74900,0.00236,1.25
Kepler-1422,1,1,4.74000,0.01490,1.15
Kepler-1423,1,1,1.20000,0.00377,0.79
Kepler-1424,1,1,1.65000,0.00521,1.02
Kepler-1425,1,1,0.77900,0.00245,0.97
Kepler-1426,1,1,3.05000,0.00961,1.02
Kepler-1427,1,1,1.37000,0.00430,1.01
Kepler-1428,1,1,3.33000,0.01050,1.28
Kepler-1429,1,1,2.21000,0.00696,1.05
Kepler-143,1,2,6.39000,0.02010,1.06
Kepler-143,1,2,11.30000,0.03550,1.06
Kepler-1430,1,1,1.76000,0.00553,0.77
Kepler-1431,1,1,2.76000,0.00869,1.03
Kepler-1432,1,1,5.56000,0.01750,1.09
Kepler-1433,1,1,3.05000,0.00961,1.14
Kepler-1434,1,1,1.41000,0.00444,1.47
Kepler-1435,1,1,0.56600,0.00178,1.21
Kepler-1436,1,1,2.27000,0.00714,1.06
Kepler-1437,1,1,2.45000,0.00771,0.93
Kepler-1438,1,1,0.77900,0.00245,0.97
Kepler-1439,1,1,2.73000,0.00859,0.46
Kepler-144,1,2,2.33000,0.00733,1.15
Kepler-144,1,2,2.39000,0.00752,1.15
Kepler-1440,1,1,2.13000,0.00669,0.98
Kepler-1441,1,1,2.27000,0.00714,1.00
Kepler-1442,1,1,14.70000,0.04610,1.34
Kepler-1443,1,1,0.87100,0.00274,1.19
Kepler-1444,1,1,5.39000,0.01700,1.03
Kepler-1445,1,1,0.84000,0.00264,1.13
Kepler-1446,1,1,0.47700,0.00150,0.81
Kepler-1447,1,1,8.75000,0.02750,0.97
Kepler-1448,1,1,3.22000,0.01010,0.95
Kepler-1449,1,1,3.46000,0.01090,1.08
Kepler-145,1,2,37.10000,0.11700,1.32
Kepler-145,1,2,79.40000,0.25000,1.32
Kepler-1450,1,1,3.57000,0.01120,0.71
Kepler-1451,1,1,11.20000,0.03520,1.00
Kepler-1452,1,1,7.75000,0.02440,1.41
Kepler-1453,1,1,7.61000,0.02390,0.97
Kepler-1454,1,1,4.19000,0.01320,0.90
Kepler-1455,1,1,5.31000,0.01670,0.62
Kepler-1456,1,1,1.55000,0.00489,0.64
Kepler-1457,1,1,4.62000,0.01450,1.01
Kepler-1458,1,1,8.05000,0.02530,0.96
Kepler-1459,1,1,2.42000,0.00761,0.78
Kepler-146,1,2,13.30000,0.04180,1.10
Kepler-146,1,2,9.96000,0.03130,1.10
Kepler-1460,1,1,4.50000,0.01420,0.70
Kepler-1461,1,1,4.78000,0.01500,0.79
Kepler-1462,1,1,14.00000,0.04400,1.00
Kepler-1463,1,1,4.12000,0.01300,0.96
Kepler-1464,1,2,3.39000,0.01070,1.02
Kepler-1464,1,2,0.97200,0.00306,1.02
Kepler-1465,1,1,3.78000,0.01190,0.75
Kepler-1466,1,1,3.02000,0.00951,1.01
Kepler-1467,1,1,10.90000,0.03430,0.86
Kepler-1468,1,2,3.64000,0.01150,1.04
Kepler-1468,1,2,1.60000,0.00505,1.04
Kepler-1469,1,1,8.25000,0.02590,0.92
Kepler-147,1,2,2.96000,0.00930,1.14
Kepler-147,1,2,6.48000,0.02040,1.14
Kepler-1470,1,1,1.24000,0.00390,0.80
Kepler-1471,1,1,2.57000,0.00809,0.95
Kepler-1472,1,1,4.27000,0.01340,1.16
Kepler-1473,1,1,1.81000,0.00570,1.09
Kepler-1474,1,1,5.31000,0.01670,1.04
Kepler-1475,1,1,8.85000,0.02790,1.18
Kepler-1476,1,1,3.43000,0.01080,0.98
Kepler-1477,1,1,1.76000,0.00553,0.81
Kepler-1478,1,1,3.64000,0.01150,1.04
Kepler-1479,1,1,4.01000,0.01260,0.99
Kepler-148,1,3,3.89000,0.01230,0.86
Kepler-148,1,3,12.60000,0.03980,0.86
Kepler-148,1,3,56.30000,0.17700,0.86
Kepler-1481,1,1,2.04000,0.00642,0.80
Kepler-1482,1,1,1.01000,0.00317,0.88
Kepler-1483,1,1,2.92000,0.00920,1.25
Kepler-1484,1,1,5.10000,0.01600,0.94
Kepler-1485,1,1,2.76000,0.00869,1.11
Kepler-1486,1,1,5.99000,0.01890,1.08
Kepler-1487,1,1,5.18000,0.01630,1.38
Kepler-1488,1,1,4.12000,0.01300,1.05
Kepler-1489,1,1,3.78000,0.01190,0.93
Kepler-149,1,3,16.50000,0.05190,0.92
Kepler-149,1,3,3.22000,0.01010,0.92
Kepler-149,1,3,14.90000,0.04670,0.92
Kepler-1490,1,1,9.48000,0.02980,0.90
Kepler-1491,1,1,2.89000,0.00909,1.00
Kepler-1492,1,1,2.83000,0.00889,0.77
Kepler-1493,1,1,2.57000,0.00809,1.06
Kepler-1494,1,1,9.64000,0.03030,0.96
Kepler-1495,1,1,8.96000,0.02820,1.03
Kepler-1496,1,1,5.56000,0.01750,1.18
Kepler-1497,1,1,3.39000,0.01070,0.96
Kepler-1498,1,1,2.33000,0.00733,0.86
Kepler-1499,1,1,1.81000,0.00570,0.82
Kepler-15,1,1,209.76000,0.66000,1.02
Kepler-150,1,5,2.10000,0.00660,0.94
Kepler-150,1,5,13.20000,0.04150,0.94
Kepler-150,1,5,8.20000,0.02580,0.94
Kepler-150,1,5,9.91000,0.03120,0.94
Kepler-150,1,5,12.90000,0.04050,0.97
Kepler-1500,1,1,1.87000,0.00588,1.00
Kepler-1501,1,1,3.05000,0.00961,1.20
Kepler-1502,1,1,10.20000,0.03220,1.44
Kepler-1503,1,1,5.77000,0.01820,0.77
Kepler-1504,1,1,5.18000,0.01630,0.85
Kepler-1505,1,1,0.74900,0.00236,0.93
Kepler-1506,1,1,2.30000,0.00724,0.95
Kepler-1507,1,1,0.52000,0.00164,0.89
Kepler-1508,1,1,2.33000,0.00733,1.14
Kepler-1509,1,1,4.08000,0.01280,1.00
Kepler-151,1,2,9.59000,0.03020,0.87
Kepler-151,1,2,5.02000,0.01580,0.87
Kepler-1510,1,1,11.20000,0.03540,1.19
Kepler-1511,1,1,3.46000,0.01090,1.17
Kepler-1512,1,1,1.76000,0.00553,0.73
Kepler-1513,1,1,53.90000,0.17000,0.99
Kepler-1514,1,2,1678.14240,5.28000,1.20
Kepler-1514,1,2,1.74000,0.00546,1.20
Kepler-1515,1,1,66.20000,0.20800,1.30
Kepler-1516,1,1,3.71000,0.01170,1.04
Kepler-1517,1,1,68.70000,0.21600,1.58
Kepler-1518,1,1,9.53000,0.03000,1.54
Kepler-1519,1,1,39.60000,0.12500,0.94
Kepler-152,1,2,8.20000,0.02580,0.83
Kepler-152,1,2,6.30000,0.01980,0.83
Kepler-1520,1,1,28.10000,0.08850,0.76
Kepler-1521,1,1,6.80000,0.02140,0.81
Kepler-1522,1,1,3.64000,0.01150,0.96
Kepler-1523,1,1,3.12000,0.00982,0.97
Kepler-1524,1,1,12.30000,0.03860,1.17
Kepler-1525,1,1,0.69300,0.00218,1.07
Kepler-1526,1,1,6.48000,0.02040,0.73
Kepler-1527,1,1,20.40000,0.06410,1.21
Kepler-1528,1,1,2.73000,0.00859,1.03
Kepler-1529,1,1,5.06000,0.01590,0.81
Kepler-153,1,2,8.85000,0.02790,0.83
Kepler-153,1,2,6.94000,0.02180,0.83
Kepler-1530,1,2,3.33000,0.01050,0.92
Kepler-1530,1,2,3.36000,0.01060,0.92
Kepler-1531,1,1,1.41000,0.00444,1.16
Kepler-1532,1,1,2.39000,0.00752,0.91
Kepler-1533,1,1,11.80000,0.03720,1.31
Kepler-1534,1,1,4.23000,0.01330,0.90
Kepler-1535,1,1,7.04000,0.02210,1.08
Kepler-1536,1,1,10.00000,0.03150,0.71
Kepler-1537,1,1,1.76000,0.00553,0.81
Kepler-1538,1,1,8.35000,0.02630,1.03
Kepler-1539,1,1,7.75000,0.02440,0.84
Kepler-154,1,5,5.73000,0.01800,0.98
Kepler-154,1,5,9.01000,0.02830,0.98
Kepler-154,1,5,14.10000,0.04440,0.98
Kepler-154,1,5,2.86000,0.00899,0.98
Kepler-154,1,5,2.86000,0.00899,0.98
Kepler-1541,1,1,1.65000,0.00521,0.86
Kepler-1542,1,4,0.36300,0.00114,0.94
Kepler-1542,1,4,0.20800,0.00065,0.94
Kepler-1542,1,4,0.59000,0.00186,0.94
Kepler-1542,1,4,0.36300,0.00114,0.94
Kepler-1543,1,1,7.80000,0.02450,1.39
Kepler-1544,1,1,3.82000,0.01200,0.81
Kepler-1545,1,1,7.75000,0.02440,0.84
Kepler-1546,1,1,9.96000,0.03130,0.95
Kepler-1547,1,1,0.66600,0.00210,1.12
Kepler-1548,1,1,7.46000,0.02350,0.99
Kepler-1549,1,1,7.13000,0.02240,0.88
Kepler-155,1,2,5.02000,0.01580,0.64
Kepler-155,1,2,5.65000,0.01780,0.64
Kepler-1550,1,1,9.38000,0.02950,1.07
Kepler-1551,1,1,7.56000,0.02380,1.14
Kepler-1552,1,1,6.66000,0.02100,0.85
Kepler-1553,1,1,1.60000,0.00505,0.85
Kepler-1554,1,1,8.75000,0.02750,0.84
Kepler-1555,1,1,3.22000,0.01010,1.04
Kepler-1556,1,1,4.50000,0.01420,0.97
Kepler-1557,1,1,2.96000,0.00930,1.11
Kepler-1558,1,1,0.24400,0.00077,0.83
Kepler-1559,1,1,0.29900,0.00094,0.86
Kepler-156,1,2,5.90000,0.01860,0.84
Kepler-156,1,2,7.04000,0.02210,0.84
Kepler-1560,1,1,0.64000,0.00201,1.02
Kepler-1561,1,1,1.32000,0.00416,1.07
Kepler-1562,1,1,12.30000,0.03880,1.02
Kepler-1563,1,1,0.34700,0.00109,1.00
Kepler-1564,1,1,2.76000,0.00869,0.93
Kepler-1565,1,1,1.81000,0.00570,0.76
Kepler-1566,1,1,0.41800,0.00131,0.84
Kepler-1567,1,1,7.90000,0.02490,0.95
Kepler-1568,1,1,2.24000,0.00705,1.09
Kepler-1569,1,1,3.46000,0.01090,1.25
Kepler-157,1,3,2.30000,0.00724,1.02
Kepler-157,1,3,5.65000,0.01780,1.02
Kepler-157,1,3,2.73000,0.00859,1.02
Kepler-1570,1,1,1.24000,0.00390,0.92
Kepler-1571,1,1,2.92000,0.00920,1.23
Kepler-1572,1,1,0.77900,0.00245,0.97
Kepler-1573,1,1,1.87000,0.00588,1.01
Kepler-1574,1,1,2.21000,0.00696,1.06
Kepler-1575,1,1,2.27000,0.00714,0.95
Kepler-1576,1,1,1.12000,0.00352,1.05
Kepler-1577,1,1,1.51000,0.00474,0.78
Kepler-1578,1,1,1.12000,0.00352,0.90
Kepler-1579,1,1,0.52000,0.00164,0.75
Kepler-158,1,2,5.14000,0.01620,0.66
Kepler-158,1,2,4.27000,0.01340,0.66
Kepler-1580,1,1,5.10000,0.01600,1.47
Kepler-1581,1,1,0.43700,0.00137,1.12
Kepler-1582,1,1,2.83000,0.00889,0.28
Kepler-1583,1,1,0.15600,0.00049,0.94
Kepler-1584,1,1,3.22000,0.01010,1.10
Kepler-1585,1,1,3.86000,0.01210,0.94
Kepler-1586,1,1,2.92000,0.00920,1.45
Kepler-1587,1,1,2.33000,0.00733,1.08
Kepler-1588,1,1,0.36300,0.00114,0.96
Kepler-1589,1,1,1.32000,0.00416,1.18
Kepler-159,1,2,6.26000,0.01970,0.63
Kepler-159,1,2,11.50000,0.03630,0.63
Kepler-1590,1,1,1.55000,0.00489,1.11
Kepler-1591,1,1,2.15000,0.00678,1.10
Kepler-1592,1,1,2.99000,0.00940,1.18
Kepler-1593,1,1,10.20000,0.03200,0.81
Kepler-1594,1,1,1.20000,0.00377,1.06
Kepler-1595,1,1,2.04000,0.00642,0.84
Kepler-1596,1,1,4.27000,0.01340,0.95
Kepler-1597,1,1,1.20000,0.00377,1.25
Kepler-1598,1,1,0.80900,0.00254,1.07
Kepler-1599,1,1,3.26000,0.01020,0.99
Kepler-160,1,3,3.59000,0.01130,0.97
Kepler-160,1,3,13.60000,0.04280,0.97
Kepler-160,1,3,100.00000,0.31463,0.97
Kepler-1600,1,1,9.96000,0.03130,0.86
Kepler-1601,1,1,0.47700,0.00150,1.04
Kepler-1602,1,1,2.36000,0.00742,1.22
Kepler-1603,1,1,2.21000,0.00696,1.21
Kepler-1604,1,1,2.57000,0.00809,0.81
Kepler-1605,1,1,1.28000,0.00403,0.86
Kepler-1606,1,1,4.94000,0.01550,0.90
Kepler-1607,1,1,0.72100,0.00227,1.14
Kepler-1608,1,1,3.64000,0.01150,0.75
Kepler-1609,1,1,5.56000,0.01750,1.18
Kepler-161,1,2,12.10000,0.03800,0.86
Kepler-161,1,2,11.80000,0.03700,0.86
Kepler-1610,1,1,3.22000,0.01010,0.91
Kepler-1611,1,1,0.45700,0.00144,0.94
Kepler-1612,1,1,1.08000,0.00340,0.96
Kepler-1613,1,1,4.98000,0.01570,1.08
Kepler-1614,1,1,2.83000,0.00889,0.79
Kepler-1615,1,1,4.90000,0.01540,1.04
Kepler-1616,1,1,1.04000,0.00328,1.21
Kepler-1617,1,1,1.87000,0.00588,1.15
Kepler-1618,1,1,2.13000,0.00669,1.41
Kepler-1619,1,1,0.36300,0.00114,1.00
Kepler-162,1,2,2.13000,0.00669,0.95
Kepler-162,1,2,9.43000,0.02970,0.95
Kepler-1620,1,1,3.22000,0.01010,1.15
Kepler-1621,1,1,5.31000,0.01670,1.15
Kepler-1622,1,1,2.76000,0.00869,1.31
Kepler-1623,1,1,2.27000,0.00714,1.00
Kepler-1624,1,1,27.60000,0.08670,0.50
Kepler-1625,1,1,30.60000,0.09620,0.96
Kepler-1626,1,1,4.74000,0.01490,1.51
Kepler-1627,1,1,13.20000,0.04150,0.87
Kepler-1628,1,1,33.80000,0.10600,0.55
Kepler-1629,1,1,0.38100,0.00120,1.01
Kepler-163,1,2,1.16000,0.00364,0.88
Kepler-163,1,2,5.73000,0.01800,0.88
Kepler-1630,1,1,5.43000,0.01710,0.66
Kepler-1631,1,1,2.39000,0.00752,0.97
Kepler-1632,1,1,6.66000,0.02100,1.12
Kepler-1633,1,1,3.12000,0.00982,1.20
Kepler-1634,1,1,10.30000,0.03240,0.92
Kepler-1635,1,1,12.90000,0.04050,0.89
Kepler-1636,1,1,10.50000,0.03310,1.01
Kepler-1637,1,1,0.64000,0.00201,1.02
Kepler-1638,1,1,4.16000,0.01310,0.97
Kepler-1639,1,1,7.18000,0.02260,1.12
Kepler-164,1,3,2.57000,0.00809,1.09
Kepler-164,1,3,7.90000,0.02490,1.09
Kepler-164,1,3,6.57000,0.02070,1.09
Kepler-1640,1,1,20.70000,0.06520,1.27
Kepler-1641,1,2,9.85000,0.03100,1.12
Kepler-1641,1,2,9.01000,0.02830,1.12
Kepler-1642,1,2,10.30000,0.03250,0.88
Kepler-1642,1,2,7.56000,0.02380,0.88
Kepler-1643,1,1,5.90000,0.01860,0.92
Kepler-1644,1,1,4.19000,0.01320,0.89
Kepler-1645,1,1,3.82000,0.01200,1.02
Kepler-1646,1,1,2.04000,0.00642,0.24
Kepler-1649,1,2,1.03000,0.00325,0.20
Kepler-1649,1,2,1.20000,0.00377,0.20
Kepler-165,1,2,5.99000,0.01890,0.79
Kepler-165,1,2,5.60000,0.01760,0.79
Kepler-1650,1,1,0.84000,0.00264,0.33
Kepler-1652,1,1,3.19000,0.01000,0.40
Kepler-1653,1,1,5.35000,0.01680,0.72
Kepler-1654,1,1,158.91500,0.50000,1.01
Kepler-1655,1,1,5.00000,0.01573,1.03
Kepler-1656,1,1,48.60000,0.15291,1.03
Kepler-1658,1,1,1868.84040,5.88000,1.45
Kepler-166,1,3,5.77000,0.01820,0.88
Kepler-166,1,3,6.26000,0.01970,0.88
Kepler-166,1,3,3.64000,0.01150,0.88
Kepler-1663,1,1,10.90000,0.03440,0.61
Kepler-1664,1,1,9.45000,0.02970,0.94
Kepler-1665,1,1,8.44000,0.02660,0.84
Kepler-1666,1,2,8.66000,0.02730,1.23
Kepler-1666,1,2,10.50000,0.03320,1.23
Kepler-1667,1,1,9.19000,0.02890,1.09
Kepler-1668,1,1,17.40000,0.05480,0.98
Kepler-1669,1,1,8.15000,0.02560,0.67
Kepler-1670,1,1,11.20000,0.03530,1.05
Kepler-1671,1,1,2.32000,0.00729,0.87
Kepler-1672,1,1,9.11000,0.02870,1.16
Kepler-1673,1,1,8.93000,0.02810,1.11
Kepler-1674,1,1,10.40000,0.03260,0.96
Kepler-1675,1,1,9.93000,0.03130,1.06
Kepler-1676,1,1,11.30000,0.03570,1.07
Kepler-1677,1,1,7.76000,0.02440,1.11
Kepler-1678,1,1,10.90000,0.03440,1.03
Kepler-1679,1,1,4.93000,0.01550,0.96
Kepler-168,1,2,2.73000,0.00859,1.11
Kepler-168,1,2,7.70000,0.02420,1.11
Kepler-1680,1,1,2.42000,0.00761,0.83
Kepler-1681,1,1,7.05000,0.02220,0.89
Kepler-1682,1,1,8.70000,0.02740,0.99
Kepler-1683,1,1,4.17000,0.01310,0.95
Kepler-1684,1,1,8.60000,0.02710,0.75
Kepler-1685,1,1,7.16000,0.02250,0.96
Kepler-1686,1,1,2.62000,0.00825,1.02
Kepler-1687,1,1,3.38000,0.01060,0.65
Kepler-1688,1,1,2.13000,0.00670,0.81
Kepler-1689,1,1,0.79900,0.00251,1.02
Kepler-169,1,5,1.51000,0.00474,0.84
Kepler-169,1,5,1.92000,0.00606,0.84
Kepler-169,1,5,2.10000,0.00660,0.84
Kepler-169,1,5,5.48000,0.01720,0.84
Kepler-169,1,5,7.18000,0.02260,0.84
Kepler-1690,1,1,8.30000,0.02610,0.94
Kepler-1691,1,1,4.02000,0.01270,1.11
Kepler-1692,1,1,1.42000,0.00447,0.87
Kepler-1693,1,1,2.21000,0.00695,0.95
Kepler-1694,1,1,1.76000,0.00553,0.82
Kepler-1695,1,1,1.46000,0.00458,0.96
Kepler-1696,1,1,8.29000,0.02610,1.02
Kepler-1697,1,1,2.12000,0.00668,0.75
Kepler-1698,1,1,1.25000,0.00394,0.82
Kepler-1699,1,1,3.08000,0.00968,0.81
Kepler-17,1,1,778.65000,2.45000,1.04
Kepler-170,1,2,82.60000,0.26000,1.09
Kepler-170,1,2,8.55000,0.02690,1.09
Kepler-1700,1,1,8.76000,0.02760,1.12
Kepler-1701,1,1,5.57000,0.01750,0.87
Kepler-1702,1,1,3.20000,0.01010,0.85
Kepler-171,1,3,6.08000,0.01910,0.91
Kepler-171,1,3,7.08000,0.02230,0.91
Kepler-171,1,3,4.23000,0.01330,0.91
Kepler-172,1,4,6.12000,0.01930,1.00
Kepler-172,1,4,8.55000,0.02690,1.00
Kepler-172,1,4,5.69000,0.01790,1.00
Kepler-172,1,4,8.05000,0.02530,1.00
Kepler-173,1,2,2.21000,0.00696,0.79
Kepler-173,1,2,6.48000,0.02040,0.79
Kepler-174,1,3,4.50000,0.01420,0.60
Kepler-174,1,3,2.83000,0.00889,0.60
Kepler-174,1,3,5.43000,0.01710,0.60
Kepler-175,1,2,7.08000,0.02230,1.12
Kepler-175,1,2,9.80000,0.03080,1.12
Kepler-176,1,4,2.63000,0.00829,0.79
Kepler-176,1,4,23.00000,0.07200,0.79
Kepler-176,1,4,15.20000,0.04800,0.79
Kepler-176,1,4,2.70000,0.00849,0.87
Kepler-177,1,2,5.84000,0.01837,0.92
Kepler-177,1,2,14.70000,0.04625,0.92
Kepler-178,1,3,8.75000,0.02750,0.94
Kepler-178,1,3,8.65000,0.02720,0.94
Kepler-178,1,3,14.80000,0.04650,0.94
Kepler-179,1,2,3.33000,0.01050,0.84
Kepler-179,1,2,4.66000,0.01470,0.84
Kepler-18,1,3,6.90000,0.02200,0.97
Kepler-18,1,3,17.30000,0.05400,0.97
Kepler-18,1,3,16.40000,0.05200,0.97
Kepler-180,1,2,2.86000,0.00899,0.95
Kepler-180,1,2,9.32000,0.02930,0.95
Kepler-181,1,2,2.15000,0.00678,0.85
Kepler-181,1,2,4.62000,0.01450,0.85
Kepler-182,1,2,7.18000,0.02260,1.16
Kepler-182,1,2,11.60000,0.03660,1.16
Kepler-183,1,2,4.90000,0.01540,0.94
Kepler-183,1,2,35.70000,0.11200,0.94
Kepler-184,1,3,6.17000,0.01940,0.97
Kepler-184,1,3,8.80000,0.02800,0.97
Kepler-184,1,3,6.76000,0.02130,0.97
Kepler-185,1,2,1.71000,0.00537,0.81
Kepler-185,1,2,4.74000,0.01490,0.81
Kepler-186,1,5,1.24000,0.00390,0.48
Kepler-186,1,5,2.10000,0.00660,0.48
Kepler-186,1,5,2.54000,0.00800,0.48
Kepler-186,1,5,2.15000,0.00678,0.48
Kepler-186,1,5,1.71000,0.00537,0.54
Kepler-187,1,2,2.57000,0.00809,1.11
Kepler-187,1,2,7.61000,0.02390,1.11
Kepler-188,1,2,3.46000,0.01090,0.98
Kepler-188,1,2,10.30000,0.03240,0.98
Kepler-189,1,2,1.92000,0.00606,0.79
Kepler-189,1,2,22.70000,0.07100,0.79
Kepler-19,1,3,8.40000,0.02643,0.94
Kepler-19,1,3,13.10000,0.04122,0.94
Kepler-19,1,3,22.50000,0.07079,0.94
Kepler-190,1,2,3.05000,0.00961,0.86
Kepler-190,1,2,2.73000,0.00859,0.86
Kepler-191,1,3,2.36000,0.00742,0.81
Kepler-191,1,3,4.12000,0.01300,0.81
Kepler-191,1,3,5.82000,0.01830,0.84
Kepler-192,1,3,7.95000,0.02500,0.94
Kepler-192,1,3,8.20000,0.02580,0.94
Kepler-192,1,3,1.04000,0.00328,0.94
Kepler-193,1,2,6.30000,0.01980,1.14
Kepler-193,1,2,8.00000,0.02520,1.14
Kepler-194,1,3,2.89000,0.00909,1.09
Kepler-194,1,3,7.22000,0.02270,1.09
Kepler-194,1,3,6.35000,0.02000,1.09
Kepler-195,1,2,4.78000,0.01500,0.84
Kepler-195,1,2,3.02000,0.00951,0.84
Kepler-196,1,2,4.27000,0.01340,0.85
Kepler-196,1,2,5.65000,0.01780,0.85
Kepler-198,1,3,8.35000,0.02630,0.97
