pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
BD-08 2823 b,BD-08 2823,1,2,0,5.60000000,0.060000,3.610,0.322,12.71320,0.04000,Msini,0.150000,,,0,K3 V,4816.00,0.71,0.50,-0.060,[Fe/H],-0.626,4.43,4.500,3.31801,1.4000,,53.34,9.5033100
BD-08 2823 c,BD-08 2823,1,2,0,237.60000000,0.680000,12.500,1.110,104.00000,0.33000,Msini,0.190000,,,0,K3 V,4746.00,0.72,0.74,-0.070,[Fe/H],-0.626,4.13,4.500,3.31801,1.4000,,53.34,9.5033100
BD-10 3166 b,BD-10 3166,1,1,0,3.48777000,0.040000,14.100,1.260,187.51970,0.59000,Msini,0.020000,,,0,K0 V,5393.00,0.91,1.47,0.380,[Fe/H],-0.191,4.69,1.000,1.53276,0.9200,,26.40,9.8398100
BD-11 4672 b,BD-11 4672,1,2,0,1634.00000000,2.360000,14.100,1.250,206.58950,0.65000,Msini,0.050000,,,0,K7 V,4550.00,0.64,0.65,-0.350,[Fe/H],-0.804,4.64,7.400,3.53000,1.0000,25.00,-87.30,9.4851100
BD-11 4672 c,BD-11 4672,1,2,0,74.20000000,0.300000,4.040,0.360,15.37000,0.04836,Msini,0.400000,,,0,K7V,4550.00,0.64,0.65,-0.350,[Fe/H],-0.804,4.64,7.400,3.53000,1.0000,25.00,-87.30,9.4851100
BD-13 2130 b,BD-13 2130,1,1,0,714.29999000,1.660000,12.500,1.110,3108.37740,9.78000,Msini,0.210000,,,0,G5 IV/V,4545.00,19.17,2.12,-0.080,[Fe/H],2.043,2.20,0.740,,,,18.31,9.6997100
BD-17 63 b,BD-17 63,1,1,0,655.60000000,1.340000,12.800,1.150,1620.90000,5.10000,Msini,0.540000,,,0,K5 V,4714.00,0.69,0.74,-0.030,[Fe/H],-0.678,4.26,4.300,2.75844,1.5000,,3.40,9.2011200
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,0,10037.50000000,2.600000,12.400,1.110,3337.10000,10.50000,Mass,,,370,0,,580.50,,0.02,,,,4.72,,,,,,
CHXR 73 b,CHXR 73,1,1,0,,210.000000,12.300,1.100,3994.48600,12.56900,Mass,,,,0,M3.5,3099.00,,0.35,,,,,0.002,,,,,17.2934000
CI Tau b,CI Tau,1,1,0,8.98910000,,12.400,1.110,3686.82800,11.60000,Mass,0.250000,,,0,K7,3807.00,1.88,0.90,,,-0.108,,0.003,,,,18.00,12.1454000
CT Cha b,CT Cha,1,1,0,,440.000000,24.660,2.200,5403.00000,17.00000,Mass,,,2600,0,K5e,4403.00,1.68,,-0.560,[Fe/H],-0.102,3.66,0.002,,13.9700,,,11.7733000
CoRoT-1 b,CoRoT-1,1,1,0,1.50895570,0.027520,16.700,1.490,327.35000,1.03000,Mass,0.000000,,1898,0,G0 V,5950.00,1.11,0.95,-0.300,[M/H],0.298,4.25,1.600,0.93000,5.2000,,23.35,13.4570000
CoRoT-10 b,CoRoT-10,1,1,0,13.24060000,0.105500,10.870,0.970,874.00000,2.75000,Mass,0.530000,,600,0,K1 V,5075.00,0.79,0.89,0.260,[Fe/H],-0.726,4.65,3.000,3.32000,2.0000,,15.33,14.6645000
CoRoT-11 b,CoRoT-11,1,1,0,2.99433000,0.043600,16.030,1.430,740.51000,2.33000,Mass,0.000000,,1657,0,F6 V,6440.00,1.37,1.27,-0.030,[Fe/H],0.378,4.22,2.000,0.69000,40.0000,,-1.34,12.8410000
CoRoT-12 b,CoRoT-12,1,1,0,2.82804200,0.040160,16.140,1.440,291.43800,0.91700,Mass,0.070000,,1442,0,,5675.00,1.12,1.08,0.160,[Fe/H],0.070,4.38,6.300,1.08000,1.0000,,,15.3453000
CoRoT-13 b,CoRoT-13,1,1,0,4.03519000,0.051000,9.920,0.885,415.70400,1.30800,Mass,0.000000,,1700,0,G0 V,5945.00,1.01,1.09,0.010,[Fe/H],0.073,4.46,1.635,1.46800,4.0000,,22.45,14.9147000
CoRoT-14 b,CoRoT-14,1,1,0,1.51214000,0.027000,12.220,1.090,2415.40000,7.60000,Mass,0.000000,,1952,0,F9 V,6035.00,1.21,1.13,0.050,[Fe/H],0.119,4.35,4.200,0.91000,9.0000,,,15.8116000
CoRoT-16 b,CoRoT-16,1,1,0,5.35227000,0.061800,13.110,1.170,170.03200,0.53500,Mass,0.330000,,,0,G5 V,5650.00,1.19,1.10,0.190,[M/H],-0.435,4.36,6.730,0.93000,1.0000,,,15.6507000
CoRoT-17 b,CoRoT-17,1,1,0,3.76810000,0.046100,11.430,1.020,772.29000,2.43000,Mass,0.000000,,1626,0,G2 V,5740.00,1.59,1.04,0.000,[Fe/H],0.134,4.40,10.700,0.32000,4.5000,,54.77,15.4368000
CoRoT-18 b,CoRoT-18,1,1,0,1.90006930,0.029500,14.680,1.310,1102.82000,3.47000,Mass,0.080000,,1550,0,G9 V,5440.00,1.00,0.95,-0.100,[Fe/H],-0.170,4.40,0.032,1.35000,8.0000,5.40,29.55,14.8009000
CoRoT-19 b,CoRoT-19,1,1,0,3.89713000,0.051800,14.460,1.290,352.78000,1.11000,Mass,0.047000,,2000,0,F9 V,6090.00,1.65,1.21,-0.020,[Fe/H],0.544,4.07,5.000,0.38000,6.0000,,24.16,13.7831000
CoRoT-20 b,CoRoT-20,1,2,0,9.24285000,0.090000,9.416,0.840,1366.66900,4.30000,Mass,0.590000,,1024,0,G2 V,5880.00,1.02,1.14,0.140,,0.170,4.35,0.100,1.51000,4.5000,,60.62,14.4686000
CoRoT-20 c,CoRoT-20,1,2,0,1675.00000000,2.900000,12.200,1.090,5403.11000,17.00000,Msini,0.600000,,,0,G2 V,4947.50,1.37,1.14,0.140,,0.006,4.35,0.100,1.51000,4.5000,,60.62,14.4686000
CoRoT-21 b,CoRoT-21,1,1,0,2.72474000,0.041700,14.572,1.300,718.29580,2.26000,Mass,0.000000,,,0,F8 IV,6200.00,1.95,1.29,0.000,[Fe/H],0.705,3.70,4.100,0.25500,11.0000,,101.00,15.8558000
CoRoT-22 b,CoRoT-22,1,1,0,9.75598000,0.092000,4.880,0.435,12.20000,0.03800,Mass,0.077000,,885,0,G3 V,5939.00,1.14,1.10,0.170,[Fe/H],0.014,4.36,3.300,1.02700,4.0000,,,13.7305000
CoRoT-23 b,CoRoT-23,1,1,0,3.63130000,0.048000,11.770,1.050,889.90000,2.80000,Mass,0.160000,,1660,0,G0 V,5900.00,1.61,1.14,0.050,[Fe/H],0.087,4.30,7.200,0.50000,9.0000,,-35.18,15.0681000
CoRoT-24 b,CoRoT-24,1,2,0,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,Mass,0.000000,,1070,0,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],-0.601,4.55,11.000,1.94863,2.0000,,51.37,15.1801000
CoRoT-24 c,CoRoT-24,1,2,0,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,Mass,0.000000,,850,0,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],-0.601,4.55,11.000,1.94863,2.0000,,51.37,15.1801000
CoRoT-25 b,CoRoT-25,1,1,0,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,Mass,0.000000,,1330,0,F9,6040.00,1.19,1.09,-0.010,[Fe/H],0.141,4.31,4.500,0.64637,4.3000,,-15.42,14.7110000
CoRoT-26 b,CoRoT-26,1,1,0,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,Mass,0.000000,,1600,0,G5,5590.00,1.79,1.09,0.010,[Fe/H],0.451,3.99,8.600,,2.0000,,15.51,15.4682000
CoRoT-27 b,CoRoT-27,1,1,0,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,Mass,0.065000,,1500,0,G2,5900.00,1.08,1.05,-0.100,[M/H],-0.166,4.40,4.210,1.24000,4.0000,,-4.09,15.3902000
CoRoT-28 b,CoRoT-28,1,1,0,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,Mass,0.047000,,,0,G8/9 IV,5150.00,1.78,1.01,0.150,[Fe/H],0.388,3.60,12.000,0.27000,3.0000,,,13.4119000
CoRoT-29 b,CoRoT-29,1,1,0,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,Mass,0.082000,,,0,K0 V,5260.00,0.90,0.97,0.200,[Fe/H],-0.094,4.30,4.500,1.82500,3.5000,,,15.2394000
CoRoT-3 b,CoRoT-3,1,1,0,4.25680000,0.057830,11.320,1.010,6883.91000,21.66000,Mass,0.000000,,1695,0,F3 V,6740.00,1.56,1.37,0.140,[Fe/H],0.391,4.22,2.200,0.43100,17.0000,,-56.16,13.2188000
CoRoT-30 b,CoRoT-30,1,1,0,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,Mass,0.007000,,,0,G3 V,5650.00,0.91,0.98,0.020,[Fe/H],-0.197,4.40,3.000,1.54162,4.3000,,-34.93,15.4130000
CoRoT-31 b,CoRoT-31,1,1,0,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,Mass,0.020000,,,0,G2 IV,5700.00,2.15,1.25,0.000,[Fe/H],0.398,3.85,4.700,0.15180,2.8000,,18.60,15.4655000
CoRoT-4 b,CoRoT-4,1,1,0,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,Mass,0.000000,,1074,0,,6190.00,1.17,1.16,0.050,,0.185,4.41,1.000,1.11000,6.4000,8.90,32.30,13.5613000
CoRoT-5 b,CoRoT-5,1,1,0,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,Mass,0.090000,,1438,0,F9 V,6100.00,1.19,1.00,-0.250,[M/H],0.180,4.19,6.900,1.01000,1.0000,,,13.9021000
CoRoT-6 b,CoRoT-6,1,1,0,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,Mass,0.100000,,1017,0,F9 V,6090.00,1.02,1.05,-0.200,[Fe/H],0.026,4.43,2.500,1.31000,7.6000,6.40,-18.24,13.7459000
CoRoT-7 b,CoRoT-7,1,2,0,0.85359163,0.017016,1.681,0.150,4.07661,0.01283,Mass,0.000000,,1756,0,G9 V,5275.00,0.83,0.82,0.050,[Fe/H],-0.289,4.50,1.750,2.00000,3.5000,,31.17,11.5239000
CoRoT-7 c,CoRoT-7,1,2,0,3.69800000,0.046000,2.830,0.253,8.40000,0.02643,Mass,0.000000,,,0,G9 V,5256.00,0.86,0.90,0.060,[M/H],-0.289,4.52,1.750,1.96324,3.5000,,31.17,11.5239000
CoRoT-8 b,CoRoT-8,1,1,0,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,Mass,0.000000,,870,0,K1 V,5080.00,0.77,0.88,0.300,[M/H],-0.400,4.58,3.000,2.70000,2.0000,,-37.47,14.2195000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,Mass,,132.26,938,0,G0 VI,5970.00,0.79,1.08,0.000,[Fe/H],-0.155,4.67,,1.57283,3.2000,,,13.5867000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,246.36000000,0.360000,11.900,1.060,9057.77000,28.50000,Mass,0.345000,,,0,L1.5,,,0.07,,,,,1.000,,,,,18.5577000
DH Tau b,DH Tau,1,1,0,,330.000000,30.264,2.700,3496.00000,11.00000,Mass,,,2200,0,M0.5,4371.00,0.27,0.33,,,-0.212,4.00,0.001,0.37705,,,,12.4961000
DMPP-1 b,DMPP-1,1,4,0,18.57000000,0.146200,5.290,0.472,24.27000,0.07636,Msini,0.083000,,877,0,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,,28.61,7.8503200
DMPP-1 c,DMPP-1,1,4,0,6.58400000,0.073300,3.060,0.273,9.60000,0.03020,Msini,0.057000,,1239,0,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,,28.61,7.8503200
DMPP-1 d,DMPP-1,1,4,0,2.88200000,0.042200,1.650,0.147,3.35000,0.01054,Msini,0.070000,,1632,0,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,,28.61,7.8503200
DMPP-1 e,DMPP-1,1,4,0,5.51600000,0.065100,1.860,0.166,4.13000,0.01299,Msini,0.070000,,1314,0,F8 V,6196.00,1.26,1.21,,,0.320,4.41,2.010,0.81281,3.4100,,28.61,7.8503200
DMPP-2 b,DMPP-2,1,1,0,5.20720000,0.066400,14.300,1.280,138.89171,0.43700,Msini,0.078000,,1000,0,F5 V,6500.00,1.78,1.44,,,0.104,4.10,2.000,0.24354,5.1000,,8.27,8.4582400
EPIC 201170410.02,EPIC 201170410,1,1,0,6.79870000,0.034900,1.047,0.093,1.15000,0.00360,M-R relationship,0.000000,,,0,,3648.00,0.28,0.29,-0.048,[Fe/H],-1.900,5.00,,,,,,16.4386000
EPIC 201238110 b,EPIC 201238110,1,1,0,28.16560000,,1.870,0.167,4.16000,0.01310,M-R relationship,,,,0,,3587.00,0.37,0.41,,,-1.508,4.78,,6.73294,,,,15.2612000
EPIC 201497682 b,EPIC 201497682,1,1,0,2.13174000,,0.692,0.062,0.26000,0.00082,M-R relationship,,,,0,,4991.00,0.55,0.78,-0.089,[M/H],-0.766,4.63,,3.22926,,,,13.7368000
EPIC 201615463 c,K2-166,1,2,0,3.80464000,,1.220,0.109,1.98000,0.00624,M-R relationship,,,,0,,5942.50,1.60,1.07,-0.051,[M/H],0.458,4.09,,0.42293,,,,11.9456000
EPIC 201754305 d,K2-16,1,3,0,2.71578000,,1.030,0.092,1.08000,0.00340,M-R relationship,,,,0,K3 V,4761.00,0.54,0.67,-0.330,[Fe/H],-0.761,4.63,,2.95996,2.0000,,,14.3234000
EPIC 201757695.02,EPIC 201757695,1,1,0,2.04780000,0.029600,0.908,0.081,0.68800,0.00217,M-R relationship,0.000000,,,0,,4520.00,0.66,0.73,-0.003,[Fe/H],-0.364,4.66,,,,,,
EPIC 201833600 c,K2-50,1,2,0,3.96151000,,1.000,0.089,0.97200,0.00306,M-R relationship,,,,0,,4292.67,0.63,0.61,-0.113,[M/H],-0.874,4.74,,2.55179,,,,14.2575000
EPIC 201841433 b,EPIC 201841433,1,1,0,4.16980000,0.035000,1.040,0.093,1.12000,0.00352,M-R relationship,,,,0,,5053.00,0.63,0.80,0.000,[Fe/H],-0.635,4.59,,2.65207,,,,14.5885000
EPIC 205950854 c,K2-168,1,2,0,8.05072200,,1.310,0.117,2.27000,0.00714,M-R relationship,,,961,0,,5502.70,0.83,0.88,-0.130,[Fe/H],-0.176,4.39,,1.27040,,,-10.09,12.0976000
EPIC 206024342 b,EPIC 206024342,1,1,0,4.50756000,,1.700,0.152,3.53000,0.01110,M-R relationship,,,,0,,5759.00,0.82,0.93,,,-0.170,4.59,,2.38280,,,,12.9682000
EPIC 206032309 b,EPIC 206032309,1,1,0,2.87814000,,1.010,0.090,1.01000,0.00317,M-R relationship,,,,0,,3489.00,0.37,0.22,,,-1.730,4.85,,9.77858,,,,16.0689000
EPIC 206042996 b,EPIC 206042996,1,1,0,5.29711000,,1.620,0.145,3.26000,0.01020,M-R relationship,,,,0,,4055.00,0.67,0.56,,,-0.980,4.58,,2.90458,,,,15.9752000
EPIC 206215704 b,EPIC 206215704,1,1,0,2.25372000,,0.900,0.080,0.66600,0.00210,M-R relationship,,,,0,,3467.00,0.37,0.41,,,-2.088,4.99,,19.87982,,,,16.1722000
EPIC 206317286 b,EPIC 206317286,1,1,0,1.58252000,,0.960,0.086,0.84000,0.00264,M-R relationship,,,,0,,4864.00,0.67,0.71,,,-0.593,4.57,,2.51975,,,,13.7740000
EPIC 211822797 b,EPIC 211822797,1,1,0,21.16986100,0.131000,1.980,0.177,4.58000,0.01440,M-R relationship,0.060000,3.50,,0,M0,4148.21,0.57,0.66,0.140,[Fe/H],-1.153,4.65,0.790,3.87972,2.6000,14.60,34.85,14.5263000
EPIC 211945201 b,EPIC 211945201,1,1,0,19.49221000,0.149300,5.760,0.514,27.00000,0.08495,Mass,0.000000,,817,0,G0,6069.00,1.39,1.17,0.100,[Fe/H],0.373,4.22,3.990,2.25300,4.0000,,1.26,10.0512000
EPIC 212297394 b,EPIC 212297394,1,1,0,2.28943000,,1.323,0.118,2.31000,0.00727,M-R relationship,,,,0,,4987.49,0.75,0.83,,,-0.505,4.58,,2.50384,,,,14.1864000
EPIC 212424622 b,EPIC 212424622,1,1,0,18.09830000,,2.170,0.194,5.35000,0.01680,M-R relationship,,,,0,,5782.33,1.22,1.11,,,0.179,4.30,,0.84195,,,,13.2026000
EPIC 212499991 b,EPIC 212499991,1,1,0,34.88500000,,1.600,0.143,3.19000,0.01000,M-R relationship,,,,0,,4982.79,0.76,0.91,,,-0.497,4.61,,2.81669,,,,13.3118000
EPIC 212587672 b,EPIC 212587672,1,1,0,15.28410000,,1.120,0.100,1.46000,0.00459,M-R relationship,,,,0,,5864.75,0.98,0.95,-0.210,[Fe/H],0.006,4.54,,1.85888,,,,12.2038000
EPIC 212737443 b,EPIC 212737443,1,2,0,13.60300000,0.098000,2.586,0.231,7.20000,0.02270,M-R relationship,0.200000,,536,0,K3,4684.00,0.67,0.69,-0.137,[Fe/H],-0.751,4.62,,3.19000,,,-16.00,14.4776000
EPIC 212737443 c,EPIC 212737443,1,2,0,65.55000000,0.280000,2.690,0.240,7.70000,0.02420,M-R relationship,0.200000,,316,0,K3,4684.00,0.67,0.69,-0.137,[Fe/H],-0.804,4.62,,3.19000,,,-16.00,14.4776000
EPIC 220554210 c,K2-282,1,2,0,0.70531000,,1.480,0.132,2.79000,0.00879,M-R relationship,,,,0,,5523.00,1.01,0.94,0.150,[Fe/H],-0.215,4.47,,1.44200,,,,13.8183000
EPIC 220674823 b,EPIC 220674823,1,2,0,0.57133100,0.013400,1.820,0.162,7.72000,0.02429,Mass,0.000000,4293.00,2119,0,G5 V,5617.00,0.98,0.97,0.130,[Fe/H],-0.119,4.45,5.000,1.35000,2.6200,,-15.86,11.9535000
EPIC 220674823 c,EPIC 220674823,1,2,0,13.33907900,0.109100,2.730,0.244,5.80000,0.01825,Mass,0.180000,64.00,741,0,G5 V,5617.00,0.98,0.97,0.130,[Fe/H],-0.119,4.45,5.000,1.35000,2.6200,,-15.86,11.9535000
EPIC 248847494 b,EPIC 248847494,1,1,0,3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,Mass,0.000000,0.19,183,0,,4898.00,2.70,0.90,-0.230,[Fe/H],0.548,3.52,,0.06400,,,30.58,12.1722000
EPIC 249893012 b,EPIC 249893012,1,3,0,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,Mass,0.060000,1037.00,1616,0,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],0.356,3.99,9.000,0.29800,2.1000,41.00,22.36,11.4019000
EPIC 249893012 c,EPIC 249893012,1,3,0,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,Mass,0.070000,160.00,990,0,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],0.356,3.99,9.000,0.29800,2.1000,41.00,22.36,11.4019000
EPIC 249893012 d,EPIC 249893012,1,3,0,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,Mass,0.150000,53.00,752,0,G8 IV/V,5430.00,1.71,1.05,0.200,[Fe/H],0.356,3.99,9.000,0.29800,2.1000,41.00,22.36,11.4019000
FU Tau b,FU Tau,1,1,0,,800.000000,12.200,1.090,5085.28000,16.00000,Mass,,,2375,0,M7.25,2838.00,,0.05,,,-0.699,,0.001,,,,,15.2412000
G 9-40 b,G 9-40,1,1,0,5.74600700,0.038500,2.025,0.181,4.76000,0.01500,M-R relationship,0.000000,7.20,456,0,M2.5 V,3348.00,0.31,0.29,0.040,[Fe/H],-1.971,4.93,9.900,14.11000,2.0000,29.85,14.65,12.7331000
GJ 1061 b,GJ 1061,1,3,0,3.20400000,0.021000,1.100,0.098,1.37000,0.00431,Msini,0.310000,3.80,,0,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,5.16,7.000,47.56190,2.5000,,1.06,10.9889000
GJ 1061 c,GJ 1061,1,3,0,6.68900000,0.035000,1.180,0.105,1.74000,0.00547,Msini,0.290000,1.40,,0,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,5.16,7.000,47.56190,2.5000,,1.06,10.9889000
GJ 1061 d,GJ 1061,1,3,0,13.03100000,0.054000,1.160,0.103,1.64000,0.00516,Msini,0.530000,0.60,,0,M5.5 V,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,5.16,7.000,47.56190,2.5000,,1.06,10.9889000
GJ 1132 b,GJ 1132,1,2,0,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,Mass,0.220000,,529,0,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],-2.359,4.88,5.000,15.40000,2.0000,122.30,35.08,12.1380000
GJ 1132 c,GJ 1132,1,2,0,8.92900000,0.047600,1.430,0.128,2.64000,0.00831,Msini,0.270000,,300,0,M4.5 V,3270.00,0.21,0.18,-0.120,[Fe/H],-2.359,5.02,5.000,23.78462,2.0000,122.30,35.08,12.1380000
GJ 1148 b,GJ 1148,1,2,0,41.38000000,0.166000,11.900,1.070,96.70000,0.30425,Msini,0.380000,,,0,M5,3287.00,0.36,0.34,,,-1.869,4.87,,10.52554,,,-9.10,10.5769000
GJ 1148 c,GJ 1148,1,2,0,532.58000000,0.912000,9.710,0.866,68.06000,0.21414,Msini,0.342000,,,0,M5,3287.00,0.36,0.34,,,-1.869,4.87,,10.52554,,,-9.10,10.5769000
GJ 1151 b,GJ 1151,1,1,0,2.01800000,0.017350,1.390,0.124,2.50000,0.00787,Msini,0.000000,,,0,M4.5,3114.00,0.20,0.17,,,-2.463,5.06,,29.34709,,,,11.6938000
GJ 1214 b,GJ 1214,1,1,0,1.58040456,0.014110,2.847,0.254,6.26125,0.01970,Mass,0.000000,,547,0,M4.5,3026.00,0.22,0.15,0.390,[Fe/H],-2.312,4.94,3.000,26.20204,2.0000,,-21.10,13.0089000
GJ 1252 b,GJ 1252,1,1,0,0.51823490,0.009160,1.193,0.106,2.09000,0.00658,Mass,0.000000,,1089,0,M3,3458.00,0.39,0.38,0.100,[Fe/H],-1.708,4.89,,8.99304,,64.00,7.48,11.2364000
GJ 1265 b,GJ 1265,1,1,0,3.65110000,0.026000,2.630,0.234,7.40000,0.02328,Msini,0.040000,,,0,M4.5 V,3236.00,0.19,0.18,-0.040,[Fe/H],-2.439,5.09,,,2.0000,70.00,-24.30,12.0807000
GJ 143 b,GJ 143,1,2,0,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,Mass,0.188000,4.12,422,0,K4.5,4640.00,0.69,0.73,0.003,[Fe/H],-0.686,4.61,3.800,3.03000,,,59.46,7.6790600
GJ 160.2 b,GJ 160.2,1,1,0,5.23540000,0.053000,3.170,0.283,10.20000,0.03209,Msini,0.060000,,,0,M0 V,4347.00,0.66,0.69,,,-0.796,4.61,,3.12966,,43.60,24.87,9.2015400
GJ 163 b,GJ 163,1,3,0,8.63182000,0.060700,3.250,0.290,10.60000,0.03335,Msini,0.073000,,,0,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,,58.60,10.6771000
GJ 163 c,GJ 163,1,3,0,25.63058000,0.125400,2.500,0.223,6.80000,0.02140,Msini,0.099000,,,0,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,,58.60,10.6771000
GJ 163 d,GJ 163,1,3,0,603.95116000,1.030400,5.920,0.528,29.40000,0.09250,Msini,0.373000,,,0,M,3500.00,0.41,0.40,0.100,[Fe/H],-1.708,4.82,6.000,8.24778,,,58.60,10.6771000
GJ 179 b,GJ 179,1,1,0,2288.00000000,2.410000,13.900,1.240,260.61000,0.82000,Msini,0.210000,,,0,M3.5 V,3370.00,0.38,0.36,0.300,[Fe/H],-1.796,4.83,,9.67547,1.5000,,,10.7055000
GJ 180 b,GJ 180,1,3,0,17.13300000,0.092000,2.430,0.217,6.49000,0.02042,Msini,0.070000,,,0,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07,9.9339500
GJ 180 c,GJ 180,1,3,0,24.32900000,0.129000,2.410,0.215,6.40000,0.02014,Msini,0.090000,,,0,M2 V,3371.00,0.41,0.43,,,-1.886,4.81,,8.12507,,,-15.07,9.9339500
GJ 180 d,GJ 180,1,3,0,106.30000000,0.309000,2.660,0.237,7.56000,0.02379,Msini,0.140000,,,0,M3,3811.50,0.41,0.43,,,-1.609,4.81,,8.12507,,,-15.07,9.9339500
GJ 2056 b,GJ 2056,1,1,0,69.97100000,0.283000,4.170,0.372,16.20000,0.05097,Msini,0.720000,,,0,M0V:,4069.95,0.71,0.62,,,-0.905,4.48,,2.07397,,,41.62,9.7228100
GJ 251 b,GJ 251,1,1,0,14.23800000,0.081800,1.830,0.163,4.00000,0.01259,Msini,0.100000,2.53,351,0,M3.0 V,3451.00,0.36,0.36,-0.030,[Fe/H],-1.772,4.96,,10.05319,2.0000,122.10,22.65,8.8551800
GJ 27.1 b,GJ 27.1,1,1,0,15.81900000,0.101000,3.660,0.327,13.00000,0.04090,Msini,0.080000,,,0,M0.5 V,3542.00,0.52,0.53,,,-1.585,4.72,,5.21124,,,11.85,10.5790000
GJ 273 b,GJ 273,1,2,0,18.64980000,0.091101,1.510,0.135,2.89000,0.00909,Msini,0.100000,1.06,,0,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],-2.056,4.91,,13.19438,,99.00,18.41,
GJ 273 c,GJ 273,1,2,0,4.72340000,0.036467,1.060,0.094,1.18000,0.00371,Msini,0.170000,6.66,,0,M3.5,3382.00,0.29,0.29,0.090,[Fe/H],-2.056,4.91,,13.19438,,99.00,18.41,
GJ 3082 b,GJ 3082,1,1,0,11.94900000,0.079000,2.790,0.249,8.20000,0.02580,Msini,0.220000,,,0,M4,3910.00,0.47,0.47,,,-1.463,4.77,,6.47822,,,6.33,10.2011000
GJ 3138 b,GJ 3138,1,3,0,1.22003000,0.019700,1.180,0.106,1.78000,0.00560,Msini,0.190000,118.10,,0,M0,3717.00,0.50,0.68,-0.300,[Fe/H],-1.347,4.63,,3.47127,,42.50,13.60,10.1924000
GJ 3138 c,GJ 3138,1,3,0,5.97400000,0.057000,1.880,0.167,4.18000,0.01315,Msini,0.110000,13.90,,0,M0,3717.00,0.50,0.68,-0.300,[Fe/H],-1.347,4.63,,3.47127,,42.50,13.60,10.1924000
GJ 3138 d,GJ 3138,1,3,0,257.80000000,0.698000,3.230,0.288,10.50000,0.03304,Msini,0.320000,0.10,,0,M0,3717.00,0.50,0.68,-0.300,[Fe/H],-1.347,4.63,,3.47127,,42.50,13.60,10.1924000
GJ 317 b,GJ 317,1,2,0,695.66000000,1.151000,13.300,1.180,794.50000,2.50000,Mass,0.070000,,,0,M2.5 V,3510.00,0.43,0.42,0.360,[Fe/H],-1.687,4.80,5.000,7.64772,,,87.80,10.7539000
GJ 317 c,GJ 317,1,2,0,6739.32300000,5.230000,13.500,1.200,522.50000,1.64396,Msini,0.170000,,,0,M2.5 V,3510.00,0.43,0.42,0.360,[Fe/H],-1.687,4.80,5.000,7.64772,,,87.80,10.7539000
GJ 328 b,GJ 328,1,1,0,4100.00000000,4.500000,13.300,1.190,731.00000,2.30000,Msini,0.370000,,,0,M1,3900.00,0.65,0.69,0.000,[M/H],-0.993,4.61,,3.21063,,,,9.2861000
