pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_age,st_dens,sy_dist
Kepler-877 b,Kepler-877,1,1,18.45847097,0.130100,2.120,0.189,5.14000,0.01620,0.000000,,5261.00,0.81,0.85,-0.060,[Fe/H],4.570,1.19692,602.1760000
Kepler-878 b,Kepler-878,1,1,25.94220330,0.165000,1.930,0.172,4.38000,0.01380,0.000000,,5044.00,0.77,0.81,-0.030,[Fe/H],4.570,3.45421,791.6250000
Kepler-879 b,Kepler-879,1,1,33.38559380,0.201200,2.570,0.229,7.13000,0.02240,0.000000,,5792.00,1.02,1.02,0.050,[Fe/H],4.270,1.37423,802.6720000
Kepler-88 d,KOI-142,1,3,1403.00000000,,13.100,1.170,965.14700,3.05046,0.410000,G6 V,5466.00,0.90,0.99,0.270,[Fe/H],1.600,1.50172,376.8630000
Kepler-880 b,Kepler-880,1,1,7.71468975,0.091500,2.660,0.237,7.56000,0.02380,0.000000,,6761.00,1.74,1.46,0.030,[Fe/H],1.660,0.56468,601.3240000
Kepler-881 b,Kepler-881,1,1,4.44448017,0.055200,1.780,0.159,3.82000,0.01200,0.000000,,5961.00,1.09,1.06,0.000,[Fe/H],3.800,0.04553,1375.1800000
Kepler-882 b,Kepler-882,1,1,3.98953967,0.044900,1.230,0.110,2.04000,0.00642,0.000000,,5476.00,0.87,0.90,-0.030,[Fe/H],4.570,8.59056,504.6050000
Kepler-883 b,Kepler-883,1,1,12.98495573,0.105500,1.780,0.159,3.82000,0.01200,0.000000,,6116.00,1.09,1.06,-0.130,[Fe/H],3.020,0.74944,627.4550000
Kepler-884 b,Kepler-884,1,1,5.69919514,0.062200,1.230,0.110,2.04000,0.00642,0.000000,,5715.00,0.94,1.00,0.050,[Fe/H],2.450,3.61996,476.7330000
Kepler-885 b,Kepler-885,1,1,18.11472949,0.143200,2.500,0.223,6.80000,0.02140,0.000000,,6187.00,1.35,1.21,0.110,[Fe/H],3.160,0.55283,651.3180000
Kepler-886 b,Kepler-886,1,1,6.24146367,0.067000,1.520,0.136,2.92000,0.00920,0.000000,,6098.00,1.16,1.10,-0.010,[Fe/H],3.390,1.83138,711.2970000
Kepler-887 b,Kepler-887,1,2,20.42228798,0.153600,1.840,0.164,4.04000,0.01270,0.000000,,6194.00,1.29,1.19,0.080,[Fe/H],3.090,0.73981,886.5880000
Kepler-887 c,Kepler-887,1,2,7.63846023,0.079700,1.130,0.101,1.51000,0.00474,0.000000,,6194.00,1.29,1.19,0.080,[Fe/H],3.090,0.99716,886.5880000
Kepler-888 b,Kepler-888,1,1,70.69790610,0.328000,1.760,0.157,3.75000,0.01180,0.000000,,5875.00,0.90,0.97,-0.210,[Fe/H],1.480,1.80717,420.8170000
Kepler-889 b,Kepler-889,1,1,3.74443900,0.049200,1.090,0.097,1.32000,0.00416,0.000000,,5961.00,1.25,1.14,0.190,[Fe/H],3.980,0.49688,598.3130000
Kepler-890 b,Kepler-890,1,1,52.75875577,0.294400,8.890,0.793,58.60000,0.18400,0.000000,,5954.00,1.13,1.09,0.090,[Fe/H],3.630,1.88641,1712.1200000
Kepler-891 b,Kepler-891,1,1,53.44945593,0.288100,6.410,0.572,33.60000,0.10600,0.000000,,5887.00,1.07,1.06,0.090,[Fe/H],3.550,3.49966,2340.5800000
Kepler-892 b,Kepler-892,1,1,13.75210720,0.101500,2.810,0.251,8.30000,0.02610,0.000000,,4747.00,0.72,0.75,-0.040,[Fe/H],5.010,2.79666,570.7270000
Kepler-893 b,Kepler-893,1,1,6.33855761,0.069900,3.030,0.270,9.43000,0.02970,0.000000,,5820.00,0.99,1.00,-0.030,[Fe/H],3.800,0.36760,1285.5900000
Kepler-894 b,Kepler-894,1,1,9.80322400,0.091600,2.780,0.248,8.15000,0.02560,0.000000,,5603.00,0.85,0.87,-0.250,[Fe/H],4.270,0.45345,1162.9100000
Kepler-895 b,Kepler-895,1,1,2.80624233,0.032800,1.540,0.137,2.99000,0.00940,0.000000,,4315.00,0.61,0.65,-0.160,[Fe/H],2.630,5.02117,540.1340000
Kepler-896 b,Kepler-896,1,1,144.54739600,0.516400,2.530,0.226,6.94000,0.02180,0.000000,,5262.00,0.81,0.84,-0.100,[Fe/H],5.010,0.37879,2334.9300000
Kepler-897 b,Kepler-897,1,1,8.04726420,0.077000,2.390,0.213,6.30000,0.01980,0.000000,,5839.00,1.04,1.03,0.040,[Fe/H],4.370,0.77522,1519.2500000
Kepler-898 b,Kepler-898,1,1,5.87061910,0.054500,1.490,0.133,2.83000,0.00889,0.000000,,4223.00,0.62,0.65,-0.060,[Fe/H],3.980,1.46624,484.8910000
Kepler-899 b,Kepler-899,1,1,19.17891293,0.139200,2.680,0.239,7.65000,0.02410,0.000000,,5595.00,0.91,0.93,-0.060,[Fe/H],4.070,1.28042,1246.4300000
Kepler-9 b,Kepler-9,1,3,19.23891000,0.143000,8.290,0.740,43.40000,0.13655,0.060900,,5774.00,0.96,1.02,0.050,[Fe/H],2.000,1.64000,628.2570000
Kepler-9 c,Kepler-9,1,3,38.98530000,0.227000,8.080,0.721,29.90000,0.09408,0.066910,,5774.00,0.96,1.02,0.050,[Fe/H],2.000,1.64000,628.2570000
Kepler-9 d,Kepler-9,1,3,1.59285100,0.027300,1.640,0.146,3.33000,0.01050,0.000000,,5777.00,1.02,1.07,0.120,[Fe/H],1.000,1.95342,628.2570000
Kepler-90 i,KOI-351,1,8,14.44912000,,1.320,0.118,2.30000,0.00724,,,6015.00,1.29,1.12,0.098,[M/H],0.530,1.18855,848.2540000
Kepler-900 b,Kepler-900,1,1,6.99130860,0.067900,2.080,0.186,4.98000,0.01570,0.000000,,4836.00,0.73,0.78,-0.010,[Fe/H],4.570,1.03464,487.5250000
Kepler-901 b,Kepler-901,1,1,3.51749439,0.037800,1.370,0.122,2.45000,0.00771,0.000000,,4184.00,0.57,0.59,-0.300,[Fe/H],3.800,9.67188,253.8670000
Kepler-902 b,Kepler-902,1,1,40.10995470,0.223000,2.540,0.227,6.99000,0.02200,0.000000,,5647.00,0.93,0.95,0.000,[Fe/H],4.370,2.57107,1165.3400000
Kepler-903 b,Kepler-903,1,2,10.35077210,0.090700,2.010,0.179,4.70000,0.01480,0.000000,,5682.00,0.97,0.98,0.050,[Fe/H],4.790,0.09524,1369.2400000
Kepler-903 c,Kepler-903,1,2,62.92285570,0.302000,2.530,0.226,6.94000,0.02180,0.000000,,5682.00,0.97,0.98,0.050,[Fe/H],4.790,0.03760,1369.2400000
Kepler-904 b,Kepler-904,1,1,3.02166863,0.041700,1.770,0.158,3.78000,0.01190,0.000000,,6160.00,1.25,1.16,0.050,[Fe/H],3.020,0.97869,978.1250000
Kepler-905 b,Kepler-905,1,1,5.08274652,0.057200,1.410,0.126,2.57000,0.00809,0.000000,,5461.00,0.86,0.95,0.090,[Fe/H],1.660,8.00121,529.2680000
Kepler-906 b,Kepler-906,1,1,41.69799760,0.235900,2.110,0.188,5.10000,0.01600,0.000000,,6035.00,1.02,1.06,-0.090,[Fe/H],1.860,2.00587,757.7910000
Kepler-907 b,Kepler-907,1,1,15.86621821,0.122500,1.200,0.107,1.87000,0.00588,0.000000,,6106.00,1.38,1.08,-0.150,[Fe/H],5.370,1.90798,352.0000000
Kepler-908 b,Kepler-908,3,1,1.34059747,0.024700,1.220,0.109,1.98000,0.00624,0.000000,,5973.00,1.12,1.11,0.150,[Fe/H],3.020,0.32197,290.8430000
Kepler-909 b,Kepler-909,1,1,13.93290318,0.117500,1.470,0.131,2.76000,0.00869,0.000000,,6154.00,1.23,1.17,0.080,[Fe/H],2.880,0.78101,309.5960000
Kepler-91 b,Kepler-91,1,1,6.24658000,0.073100,15.323,1.367,257.44230,0.81000,0.051900,K3,4550.00,6.30,1.31,0.110,[Fe/H],4.470,0.00730,1294.6900000
Kepler-910 b,Kepler-910,1,1,2.36436901,0.038200,0.820,0.073,0.47700,0.00150,0.000000,,6230.00,1.50,1.26,0.120,[Fe/H],3.390,0.41794,400.2890000
Kepler-911 b,Kepler-911,1,1,20.31050100,0.154900,2.600,0.232,7.27000,0.02290,0.000000,,6112.00,1.99,1.34,0.030,[Fe/H],3.550,0.19419,556.1680000
Kepler-912 b,Kepler-912,1,1,2.53475627,0.033900,2.800,0.250,8.25000,0.02590,0.000000,,5998.00,1.11,1.07,0.020,[Fe/H],3.160,0.07146,2004.7200000
Kepler-913 b,Kepler-913,1,1,10.29672521,0.100900,2.060,0.184,4.90000,0.01540,0.000000,,4687.00,0.61,0.63,-0.520,[Fe/H],5.620,4.30700,991.6180000
Kepler-914 b,Kepler-914,1,1,4.40966548,0.054400,1.380,0.123,2.48000,0.00780,0.000000,,5877.00,1.15,1.10,0.220,[Fe/H],3.980,4.10271,753.7230000
Kepler-915 b,Kepler-915,1,1,4.59489604,0.056600,1.500,0.134,2.86000,0.00899,0.000000,,6173.00,1.38,1.21,0.080,[Fe/H],3.390,0.44865,849.0360000
Kepler-916 b,Kepler-916,1,1,32.29687980,0.188500,1.760,0.157,3.75000,0.01180,0.000000,,5248.00,0.81,0.85,-0.050,[Fe/H],4.790,2.61354,830.7120000
Kepler-917 b,Kepler-917,1,1,2.97041437,0.037800,1.910,0.170,4.31000,0.01360,0.000000,,5418.00,0.76,0.80,-0.380,[Fe/H],4.170,1.92074,3460.5100000
Kepler-918 b,Kepler-918,1,1,4.85386933,0.056900,1.740,0.155,3.68000,0.01160,0.000000,,6028.00,1.14,1.11,0.060,[Fe/H],3.240,1.80765,1025.0300000
Kepler-919 b,Kepler-919,1,1,11.04603384,0.098100,2.250,0.201,5.69000,0.01790,0.000000,,6113.00,1.21,1.15,0.070,[Fe/H],3.020,0.88069,1119.8700000
Kepler-92 b,Kepler-92,1,3,13.74900000,0.117400,3.510,0.313,64.30000,0.20200,0.170000,,5883.00,1.70,1.21,0.138,[M/H],5.200,0.25139,477.9920000
Kepler-92 c,Kepler-92,1,3,26.72300000,0.182900,2.600,0.232,6.10000,0.01900,0.040000,,5883.00,1.70,1.21,0.138,[M/H],5.200,0.35563,477.9920000
Kepler-92 d,Kepler-92,1,3,49.35680000,0.275400,2.067,0.184,4.93000,0.01550,0.070000,,5904.34,1.82,1.07,0.138,[M/H],5.200,0.25139,477.9920000
Kepler-920 b,Kepler-920,1,2,6.53192704,0.065000,2.420,0.216,6.44000,0.02030,0.000000,,5403.00,0.85,0.89,0.000,[Fe/H],4.370,1.85865,1001.6800000
Kepler-920 c,Kepler-920,1,2,100.82741130,0.402900,3.800,0.339,13.80000,0.04360,0.000000,,5403.00,0.85,0.89,0.000,[Fe/H],4.370,1.07983,1001.6800000
Kepler-921 b,Kepler-921,1,1,51.30063400,0.271600,2.870,0.256,8.60000,0.02710,0.000000,,5663.00,0.91,0.93,-0.120,[Fe/H],4.270,2.98696,934.4900000
Kepler-922 b,Kepler-922,1,1,0.93846683,0.018200,1.420,0.127,2.60000,0.00819,0.000000,,5671.00,0.93,0.95,-0.050,[Fe/H],4.370,3.76068,536.3230000
Kepler-923 b,Kepler-923,1,1,6.93366476,0.071500,1.380,0.123,2.48000,0.00780,0.000000,,5988.00,1.26,1.11,0.070,[Fe/H],4.680,0.72847,1000.2800000
Kepler-924 b,Kepler-924,1,1,61.03701170,0.335900,3.070,0.274,9.64000,0.03030,0.000000,,6167.00,1.23,1.14,0.010,[Fe/H],3.090,0.92023,1053.0400000
Kepler-925 b,Kepler-925,1,1,33.86785310,0.180500,2.340,0.209,6.08000,0.01910,0.000000,,4673.00,0.72,0.77,0.120,[Fe/H],2.570,1.63128,611.1150000
Kepler-926 b,Kepler-926,1,1,52.06886010,0.273900,2.310,0.206,5.95000,0.01870,0.000000,,5806.00,1.01,1.01,0.030,[Fe/H],4.370,16.03701,921.3610000
Kepler-927 b,Kepler-927,1,1,9.11499030,0.086600,1.720,0.153,3.61000,0.01130,0.000000,,5743.00,0.99,0.99,0.030,[Fe/H],4.370,0.89453,831.6850000
Kepler-928 b,Kepler-928,1,1,3.93246130,0.044400,1.590,0.142,3.15000,0.00993,0.000000,,4700.00,0.70,0.73,-0.110,[Fe/H],4.370,2.24070,508.8090000
Kepler-929 b,Kepler-929,1,1,0.92103214,0.019200,1.110,0.099,1.41000,0.00444,0.000000,,5869.00,1.02,1.01,-0.040,[Fe/H],3.470,0.48200,1311.2300000
Kepler-93 b,Kepler-93,1,2,4.72674000,0.053000,1.569,0.140,4.54426,0.01430,0.000000,,5669.00,0.98,1.09,-0.180,[Fe/H],6.600,1.65000,95.9115000
Kepler-93 c,Kepler-93,1,2,1460.00000000,,,,954.00000,3.00000,,,5669.00,0.92,0.91,-0.180,[Fe/H],5.050,1.64000,95.9115000
Kepler-930 b,Kepler-930,1,1,71.45177750,0.347500,2.130,0.190,5.18000,0.01630,0.000000,,6335.00,1.40,1.25,0.040,[Fe/H],2.340,2.53706,848.3960000
Kepler-931 b,Kepler-931,1,1,8.03755877,0.071900,1.330,0.119,2.33000,0.00733,0.000000,,5241.00,0.81,0.86,-0.010,[Fe/H],4.680,3.22363,490.0000000
Kepler-932 b,Kepler-932,1,1,1.92143740,0.027900,1.370,0.122,2.45000,0.00771,0.000000,,5331.00,0.84,0.87,-0.010,[Fe/H],4.680,2.88000,465.6120000
Kepler-933 b,Kepler-933,1,1,14.20443009,0.104100,2.460,0.219,6.62000,0.02080,0.000000,,5346.00,0.84,0.87,-0.020,[Fe/H],4.680,2.01989,1017.2000000
Kepler-934 b,Kepler-934,1,1,55.67383090,0.265800,2.090,0.186,5.02000,0.01580,0.000000,,5001.00,0.77,0.81,0.010,[Fe/H],4.470,9.15588,608.7380000
Kepler-935 b,Kepler-935,1,1,4.88083852,0.052700,1.350,0.120,2.39000,0.00752,0.000000,,4830.00,0.73,0.78,-0.010,[Fe/H],3.800,2.40036,471.7820000
Kepler-936 b,Kepler-936,1,1,10.56134221,0.095400,1.450,0.129,2.70000,0.00849,0.000000,,5482.00,0.89,0.92,0.050,[Fe/H],4.570,4.40297,823.3990000
Kepler-937 b,Kepler-937,1,2,67.66882700,0.321400,3.720,0.332,13.40000,0.04200,0.000000,,6095.00,1.22,1.15,0.080,[Fe/H],3.240,0.65357,1571.4600000
Kepler-937 c,Kepler-937,1,2,153.34336400,0.554500,2.670,0.238,7.61000,0.02390,0.000000,,6095.00,1.22,1.15,0.080,[Fe/H],3.240,0.67810,1571.4600000
Kepler-938 b,Kepler-938,1,1,52.62984170,0.268900,2.220,0.198,5.56000,0.01750,0.000000,,5533.00,0.89,0.92,-0.030,[Fe/H],4.270,1.95244,1182.0500000
Kepler-939 b,Kepler-939,1,1,14.87829600,0.115300,1.750,0.156,3.71000,0.01170,0.000000,,5471.00,0.85,0.88,-0.120,[Fe/H],4.470,0.10184,2093.6200000
Kepler-94 b,Kepler-94,1,2,2.50806000,0.031060,3.510,0.313,10.84000,0.03400,0.000000,M0 V,4781.00,0.76,0.81,0.340,[Fe/H],1.410,2.90000,191.9040000
Kepler-94 c,Kepler-94,1,2,820.30000000,,12.500,1.110,3126.00000,9.83600,,M0 V,4781.00,0.76,0.81,0.340,[Fe/H],1.410,2.90000,191.9040000
Kepler-940 b,Kepler-940,1,1,59.62252570,0.305900,3.340,0.298,11.10000,0.03500,0.000000,,5769.00,0.96,0.97,-0.080,[Fe/H],3.630,1.09134,1260.7800000
Kepler-941 b,Kepler-941,1,1,17.42395198,0.131100,3.080,0.275,9.69000,0.03050,0.000000,,5539.00,0.86,0.89,-0.150,[Fe/H],4.070,0.11360,1088.3600000
Kepler-942 b,Kepler-942,1,1,44.96417488,0.229800,2.130,0.190,5.18000,0.01630,0.000000,,4861.00,0.75,0.81,0.090,[Fe/H],4.170,2.12768,216.3540000
Kepler-943 b,Kepler-943,1,1,49.77014380,0.255900,5.930,0.529,29.50000,0.09280,0.000000,,5612.00,0.91,0.93,-0.070,[Fe/H],4.270,0.23560,2300.5300000
Kepler-944 b,Kepler-944,1,1,43.31677370,0.228800,2.630,0.235,7.41000,0.02330,0.000000,,5409.00,0.83,0.86,-0.110,[Fe/H],4.470,3.06120,1349.4300000
Kepler-945 b,Kepler-945,1,1,31.00338140,0.203700,2.630,0.235,7.41000,0.02330,0.000000,,5718.00,0.97,0.97,-0.010,[Fe/H],4.470,1.87035,1651.2500000
Kepler-946 b,Kepler-946,1,1,11.79162572,0.100200,1.930,0.172,4.38000,0.01380,0.000000,,5665.00,0.93,0.94,-0.090,[Fe/H],4.170,3.74820,1137.2900000
Kepler-947 b,Kepler-947,1,1,26.96443170,0.177300,2.280,0.203,5.82000,0.01830,0.000000,,5508.00,0.87,0.90,-0.070,[Fe/H],4.270,4.45566,1730.7800000
Kepler-948 b,Kepler-948,1,1,7.76846622,0.074900,1.850,0.165,4.08000,0.01280,0.000000,,5679.00,0.94,0.96,-0.020,[Fe/H],4.170,1.12282,868.0170000
Kepler-949 b,Kepler-949,1,1,8.68930730,0.077400,2.910,0.260,8.80000,0.02770,0.000000,,5403.00,0.86,0.89,0.010,[Fe/H],4.570,4.35145,486.1050000
Kepler-95 b,Kepler-95,1,1,11.52310000,0.101700,3.420,0.305,13.00000,0.04100,0.000000,,5699.00,1.41,1.08,0.300,[Fe/H],5.630,0.54000,445.6560000
Kepler-950 b,Kepler-950,1,1,98.71804060,0.398200,8.980,0.801,59.60000,0.18800,0.000000,,5857.00,1.02,1.02,0.020,[Fe/H],3.800,3.36280,2161.6000000
Kepler-951 b,Kepler-951,2,1,71.52530845,0.309100,5.590,0.499,26.70000,0.08390,0.000000,,4834.00,0.73,0.77,-0.010,[Fe/H],4.270,3.54555,382.5090000
Kepler-952 b,Kepler-952,1,1,130.35469190,0.518300,7.650,0.682,45.40000,0.14300,0.000000,,5730.00,0.99,1.00,0.060,[Fe/H],4.270,2.31284,1304.2500000
Kepler-953 b,Kepler-953,1,2,88.40655258,0.392000,4.210,0.376,16.50000,0.05190,0.000000,,5416.00,0.99,0.95,0.260,[Fe/H],8.710,0.26440,258.8930000
Kepler-953 c,Kepler-953,1,2,9.10967112,0.086200,1.190,0.106,1.81000,0.00570,0.000000,,5416.00,0.99,0.95,0.260,[Fe/H],8.710,0.44401,258.8930000
Kepler-954 b,Kepler-954,1,1,16.78176602,0.118000,2.320,0.207,5.99000,0.01890,0.000000,,4990.00,0.76,0.82,0.020,[Fe/H],3.390,1.87375,215.8140000
Kepler-955 b,Kepler-955,1,1,14.53244172,0.108300,3.130,0.279,9.96000,0.03130,0.000000,,5350.00,0.84,0.89,0.020,[Fe/H],4.370,4.12240,550.3830000
Kepler-956 b,Kepler-956,1,1,5.24867263,0.059600,3.000,0.268,9.27000,0.02920,0.000000,,6040.00,1.15,1.10,0.020,[Fe/H],3.470,1.48273,544.9390000
Kepler-957 b,Kepler-957,1,1,5.90741354,0.055900,5.500,0.491,25.90000,0.08160,0.000000,,4963.00,0.75,0.81,-0.010,[Fe/H],2.750,42.35500,824.6880000
Kepler-958 b,Kepler-958,1,1,9.76788050,0.085200,2.060,0.184,4.90000,0.01540,0.000000,,5421.00,0.86,0.91,0.010,[Fe/H],4.370,11.37484,449.7730000
Kepler-959 b,Kepler-959,1,1,14.80074836,0.163300,4.380,0.391,17.60000,0.05550,0.000000,,7005.00,2.01,1.60,0.020,[Fe/H],1.350,0.45596,807.7290000
Kepler-96 b,Kepler-96,1,1,16.23850000,0.123500,2.670,0.238,8.46000,0.02700,0.000000,,5690.00,1.02,1.00,0.040,[Fe/H],2.340,1.54000,122.8810000
Kepler-960 b,Kepler-960,1,1,3.12686223,0.041400,2.290,0.204,5.86000,0.01840,0.000000,,4755.00,0.72,0.77,0.020,[Fe/H],3.630,8.96358,284.9160000
Kepler-961 b,Kepler-961,1,1,16.87727414,0.124500,2.550,0.227,7.04000,0.02210,0.000000,,5582.00,0.90,0.96,0.050,[Fe/H],2.820,2.82159,574.3140000
Kepler-962 b,Kepler-962,1,1,12.05707239,0.098400,1.970,0.176,4.54000,0.01430,0.000000,,5478.00,0.86,0.93,0.010,[Fe/H],2.400,8.14697,411.4860000
Kepler-963 b,Kepler-963,1,1,9.97683705,0.084900,2.660,0.237,7.56000,0.02380,0.000000,,5461.00,0.87,0.91,-0.020,[Fe/H],4.070,2.25960,771.4940000
Kepler-964 b,Kepler-964,1,1,13.52251060,0.106300,2.120,0.189,5.14000,0.01620,0.000000,,5427.00,0.84,0.93,0.030,[Fe/H],1.910,2.03637,454.6260000
Kepler-965 b,Kepler-965,1,1,134.25272980,0.512000,3.380,0.302,11.40000,0.03570,0.000000,,5886.00,1.15,1.05,0.030,[Fe/H],5.500,1.64351,582.8280000
Kepler-966 b,Kepler-966,1,1,99.74762200,0.390700,4.130,0.368,16.00000,0.05020,0.000000,,5840.00,1.02,1.02,0.040,[Fe/H],4.070,0.65013,1027.8000000
Kepler-967 b,Kepler-967,1,2,13.22713379,0.102700,2.350,0.210,6.12000,0.01930,0.000000,,5178.00,0.80,0.84,-0.030,[Fe/H],5.890,3.39073,568.5460000
Kepler-967 c,Kepler-967,1,2,198.71125020,0.625300,3.650,0.326,12.90000,0.04070,0.000000,,5178.00,0.80,0.84,-0.030,[Fe/H],5.890,2.92892,568.5460000
Kepler-968 b,Kepler-968,1,2,3.69298373,0.038900,2.000,0.178,4.66000,0.01470,0.000000,,4598.00,0.70,0.76,0.130,[Fe/H],2.140,6.11686,290.3240000
Kepler-968 c,Kepler-968,1,2,5.70940492,0.052000,1.690,0.151,3.50000,0.01100,0.000000,,4598.00,0.70,0.76,0.130,[Fe/H],2.140,12.30954,290.3240000
Kepler-969 b,Kepler-969,1,2,34.17317140,0.202700,2.070,0.185,4.94000,0.01550,0.000000,,5214.00,0.82,0.92,0.220,[Fe/H],1.510,3.24214,390.3540000
Kepler-969 c,Kepler-969,1,2,1.68293460,0.027200,0.990,0.088,0.93700,0.00295,0.000000,,5214.00,0.82,0.92,0.220,[Fe/H],1.510,1.59429,390.3540000
Kepler-97 b,Kepler-97,1,2,2.58664000,0.035600,1.480,0.132,3.51000,0.01100,0.000000,,5779.00,0.98,0.94,-0.200,[Fe/H],8.420,1.53000,400.9070000
Kepler-97 c,Kepler-97,1,2,789.00000000,,,,344.00000,1.08000,,,5779.00,0.98,0.94,-0.200,[Fe/H],8.420,1.53000,400.9070000
Kepler-970 b,Kepler-970,2,1,16.73652231,0.110700,2.770,0.247,8.10000,0.02550,0.000000,,4511.00,0.67,0.70,-0.080,[Fe/H],4.680,4.61175,331.5450000
Kepler-971 b,Kepler-971,1,1,9.59070716,0.082700,2.130,0.190,5.18000,0.01630,0.000000,,5431.00,0.85,0.88,-0.060,[Fe/H],4.470,1.72343,338.5220000
Kepler-972 b,Kepler-972,1,1,7.03932553,0.073400,4.650,0.415,19.50000,0.06140,0.000000,,6146.00,1.22,1.15,0.040,[Fe/H],2.820,0.08845,1198.0300000
Kepler-973 b,Kepler-973,1,1,49.60773310,0.250800,1.960,0.175,4.50000,0.01420,0.000000,,5213.00,0.78,0.86,-0.060,[Fe/H],2.290,2.18901,328.5200000
Kepler-974 b,Kepler-974,1,1,4.19449651,0.041900,1.570,0.140,3.09000,0.00972,0.000000,,3687.00,0.50,0.52,0.070,[Fe/H],4.370,4.83840,134.3110000
Kepler-975 b,Kepler-975,1,1,1.97034246,0.030300,1.480,0.132,2.79000,0.00879,0.000000,,4897.00,0.75,0.80,0.070,[Fe/H],3.890,2.55402,426.0880000
Kepler-976 b,Kepler-976,1,1,105.95641480,0.421700,3.960,0.353,14.90000,0.04670,0.000000,,5232.00,0.83,0.87,0.070,[Fe/H],4.680,2.54944,1012.4100000
Kepler-977 b,Kepler-977,1,1,26.85328322,0.162000,2.620,0.234,7.37000,0.02320,0.000000,,5315.00,0.83,0.87,-0.010,[Fe/H],4.570,2.04472,568.7510000
Kepler-978 b,Kepler-978,1,1,49.62215090,0.272600,2.990,0.267,9.22000,0.02900,0.000000,,6002.00,1.09,1.07,-0.010,[Fe/H],3.630,0.09556,682.5220000
Kepler-979 b,Kepler-979,1,1,8.08801350,0.075300,2.720,0.243,7.85000,0.02470,0.000000,,5310.00,0.83,0.87,-0.020,[Fe/H],4.570,7.27802,576.5030000
Kepler-98 b,Kepler-98,1,1,1.54168000,0.025600,1.990,0.178,3.55000,0.01100,0.000000,,5539.00,1.11,0.99,0.180,[Fe/H],2.790,1.12000,350.3150000
Kepler-980 b,Kepler-980,1,1,11.55102504,0.100500,2.670,0.238,7.61000,0.02390,0.000000,,5935.00,1.06,1.05,0.010,[Fe/H],3.550,1.82309,961.4680000
Kepler-981 b,Kepler-981,1,1,4.46975774,0.053500,2.310,0.206,5.95000,0.01870,0.000000,,5718.00,0.96,0.98,0.010,[Fe/H],4.070,6.84413,878.0820000
Kepler-982 b,Kepler-982,1,1,15.77382210,0.129100,2.250,0.201,5.69000,0.01790,0.000000,,6139.00,1.29,1.16,0.050,[Fe/H],3.550,0.64822,801.4790000
Kepler-983 b,Kepler-983,1,1,60.08550820,0.314800,2.360,0.211,6.17000,0.01940,0.000000,,6052.00,1.08,1.13,0.120,[Fe/H],1.410,0.39852,714.4370000
Kepler-984 b,Kepler-984,1,1,43.03422720,0.232700,2.120,0.189,5.14000,0.01620,0.000000,,5610.00,0.93,0.96,0.040,[Fe/H],3.980,1.55540,460.1880000
Kepler-985 b,Kepler-985,1,1,116.33190100,0.445100,2.980,0.266,9.17000,0.02880,0.000000,,5434.00,0.85,0.91,0.000,[Fe/H],3.390,3.13923,679.3610000
Kepler-986 b,Kepler-986,1,1,56.43499380,0.276000,2.360,0.211,6.17000,0.01940,0.000000,,5642.00,0.98,0.96,0.040,[Fe/H],6.170,4.77055,548.3640000
Kepler-987 b,Kepler-987,1,1,105.30331480,0.423800,3.260,0.291,10.70000,0.03360,0.000000,,5637.00,0.91,0.97,0.010,[Fe/H],2.450,4.07825,914.1260000
Kepler-988 b,Kepler-988,1,1,17.76080053,0.108500,2.070,0.185,4.94000,0.01550,0.000000,,4005.00,0.53,0.55,-0.320,[Fe/H],3.160,3.38055,304.8890000
Kepler-989 b,Kepler-989,1,1,7.96431535,0.073400,2.210,0.197,5.52000,0.01740,0.000000,,5074.00,0.78,0.82,0.010,[Fe/H],4.680,18.99927,491.9780000
Kepler-99 b,Kepler-99,2,1,4.60358000,0.050300,1.480,0.132,6.15000,0.01900,0.000000,,4782.00,0.73,0.79,0.180,[Fe/H],1.470,2.86000,208.3690000
Kepler-990 b,Kepler-990,1,2,9.91723428,0.088300,2.600,0.232,7.27000,0.02290,0.000000,,5948.00,1.08,1.05,0.010,[Fe/H],3.550,0.60420,802.1630000
Kepler-990 c,Kepler-990,1,2,0.53835431,0.012700,1.530,0.136,2.96000,0.00930,0.000000,,5948.00,1.08,1.05,0.010,[Fe/H],3.550,1.52952,802.1630000
Kepler-991 b,Kepler-991,1,1,82.53425190,0.310400,2.540,0.227,6.99000,0.02200,0.000000,,4392.00,0.61,0.64,-0.250,[Fe/H],3.470,6.80263,389.5610000
Kepler-992 b,Kepler-992,1,1,20.16034462,0.133900,1.620,0.145,3.26000,0.01020,0.000000,,4944.00,0.74,0.80,-0.040,[Fe/H],3.020,2.48007,259.6390000
Kepler-993 b,Kepler-993,1,1,22.08557563,0.130000,2.970,0.265,9.11000,0.02870,0.000000,,3843.00,0.54,0.57,0.030,[Fe/H],3.890,4.12779,324.4230000
Kepler-994 b,Kepler-994,1,1,1.15116651,0.017700,1.600,0.143,3.19000,0.01000,0.000000,,3934.00,0.54,0.56,-0.130,[Fe/H],3.240,3.88290,188.1580000
Kepler-995 b,Kepler-995,1,1,28.26731672,0.170100,2.700,0.241,7.75000,0.02440,0.000000,,5206.00,0.80,0.83,-0.070,[Fe/H],5.010,2.68530,609.6380000
