pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_gaiamag
CoRoT-11 b,CoRoT-11,1,1,1,2.99433000,0.043600,740.51000,2.33000,0.000000,1657,6440.00,1.37,1.27,-0.030,[Fe/H],4.22,12.8410000
CoRoT-11 b,CoRoT-11,0,1,1,2.99432500,0.043510,791.39670,2.49000,0.000000,1715,,1.33,1.23,,,,12.8410000
CoRoT-12 b,CoRoT-12,0,1,1,2.82804200,0.039400,281.91521,0.88700,,1410,5675.00,1.05,1.02,0.160,[Fe/H],4.41,15.3453000
CoRoT-12 b,CoRoT-12,0,1,1,2.82805268,0.039200,277.46559,0.87300,,1417,,1.05,1.00,,,4.38,15.3453000
CoRoT-12 b,CoRoT-12,1,1,1,2.82804200,0.040160,291.43800,0.91700,0.070000,1442,5675.00,1.12,1.08,0.160,[Fe/H],4.38,15.3453000
CoRoT-12 b,CoRoT-12,0,1,1,2.82804200,0.040130,290.81445,0.91500,0.050000,,5675.00,1.12,1.08,0.160,,,15.3453000
CoRoT-13 b,CoRoT-13,1,1,1,4.03519000,0.051000,415.70400,1.30800,0.000000,1700,5945.00,1.01,1.09,0.010,[Fe/H],4.46,14.9147000
CoRoT-13 b,CoRoT-13,0,1,1,4.03519000,0.051070,423.03173,1.33100,0.067000,,5945.00,1.01,1.09,0.010,,,14.9147000
CoRoT-13 b,CoRoT-13,0,1,1,4.03519000,0.051000,416.99296,1.31200,,1432,5945.00,1.27,1.09,0.010,[Fe/H],4.26,14.9147000
CoRoT-14 b,CoRoT-14,0,1,1,1.51214000,0.026870,2437.75610,7.67000,,1936,6035.00,1.19,1.12,0.050,[Fe/H],4.34,15.8116000
CoRoT-14 b,CoRoT-14,0,1,1,1.51214000,0.026910,2358.29860,7.42000,0.036000,,6040.00,1.21,1.13,0.050,,,15.8116000
CoRoT-14 b,CoRoT-14,1,1,1,1.51214000,0.027000,2415.40000,7.60000,0.000000,1952,6035.00,1.21,1.13,0.050,[Fe/H],4.35,15.8116000
CoRoT-16 b,CoRoT-16,0,1,1,5.35227000,0.061800,168.13207,0.52900,0.370000,,5650.00,1.19,1.10,0.190,,,15.6507000
CoRoT-16 b,CoRoT-16,1,1,1,5.35227000,0.061800,170.03200,0.53500,0.330000,,5650.00,1.19,1.10,0.190,[M/H],4.36,15.6507000
CoRoT-17 b,CoRoT-17,0,1,1,3.76810000,0.048100,781.86180,2.46000,,1610,5740.00,1.62,1.04,0.000,[Fe/H],4.04,15.4368000
CoRoT-17 b,CoRoT-17,1,1,1,3.76810000,0.046100,772.29000,2.43000,0.000000,1626,5740.00,1.59,1.04,0.000,[Fe/H],4.40,15.4368000
CoRoT-17 b,CoRoT-17,0,1,1,3.76810000,0.048100,765.97030,2.41000,0.081000,,5740.00,1.59,1.04,0.000,,,15.4368000
CoRoT-18 b,CoRoT-18,0,1,1,1.90006930,0.029500,1099.69180,3.46000,0.025000,,5440.00,1.00,0.95,0.100,,,14.8009000
CoRoT-18 b,CoRoT-18,1,1,1,1.90006930,0.029500,1102.82000,3.47000,0.080000,1550,5440.00,1.00,0.95,-0.100,[Fe/H],4.40,14.8009000
CoRoT-18 b,CoRoT-18,0,1,1,1.90006930,0.028600,1039.30410,3.27000,,1490,5440.00,0.92,0.86,-0.100,[Fe/H],4.44,14.8009000
CoRoT-18 b,CoRoT-18,0,1,1,1.90009000,0.028800,1048.83900,3.30000,,1487,,0.88,0.88,,,4.49,14.8009000
CoRoT-19 b,CoRoT-19,1,1,1,3.89713000,0.051800,352.78000,1.11000,0.047000,2000,6090.00,1.65,1.21,-0.020,[Fe/H],4.07,13.7831000
CoRoT-19 b,CoRoT-19,0,1,1,3.89713000,0.051660,367.09365,1.15500,0.056000,,6090.00,1.65,1.21,0.020,,,13.7831000
CoRoT-19 b,CoRoT-19,0,1,1,3.89713000,0.051200,346.43470,1.09000,,1630,6090.00,1.58,1.18,-0.020,[Fe/H],4.12,13.7831000
CoRoT-2 b,CoRoT-2,0,2,1,1.74299609,,,,,,5575.00,,,-0.040,[Fe/H],,12.2489000
CoRoT-2 b,CoRoT-2,0,2,1,1.74299350,0.028350,1134.65310,3.57000,,1521,5598.00,0.90,1.00,0.040,[Fe/H],4.53,12.2489000
CoRoT-2 b,CoRoT-2,0,2,1,1.74299640,0.028100,1051.97300,3.31000,0.000000,,,,,,,,12.2489000
CoRoT-2 b,CoRoT-2,0,2,1,1.74299673,,,,,,5529.00,0.94,0.97,-0.040,[M/H],4.48,12.2489000
CoRoT-2 b,CoRoT-2,0,2,1,1.74299350,0.028540,1150.54460,3.62000,,1548,5696.00,0.91,1.02,0.030,[Fe/H],4.53,12.2489000
CoRoT-2 b,CoRoT-2,1,2,1,1.74299350,0.027980,1102.82000,3.47000,0.014300,,5625.00,0.91,0.96,,,,12.2489000
CoRoT-2 b,CoRoT-2,0,2,1,1.74299750,,1052.01730,3.31000,0.000000,1535,5625.00,0.90,0.97,0.000,[Fe/H],4.30,12.2489000
CoRoT-2 b,CoRoT-2,0,2,1,1.74299673,0.028100,1048.83900,3.30000,0.024000,,5625.00,0.90,0.97,0.000,,,12.2489000
CoRoT-20 b,CoRoT-20,0,1,2,9.24285000,0.090200,1347.54000,4.24000,0.562000,1002,5880.00,1.02,1.14,0.140,[Fe/H],4.20,14.4686000
CoRoT-20 b,CoRoT-20,0,1,2,9.24285000,0.089200,1608.21980,5.06000,,1100,5880.00,1.34,1.11,0.140,[Fe/H],4.23,14.4686000
CoRoT-20 b,CoRoT-20,1,1,2,9.24285000,0.090000,1366.66900,4.30000,0.590000,,,,1.14,,,,14.4686000
CoRoT-20 b,CoRoT-20,0,1,2,9.24285000,0.090100,1344.42090,4.23000,0.575000,,5880.00,1.02,1.14,0.140,,,14.4686000
CoRoT-20 b,CoRoT-20,0,1,2,9.24318000,0.089100,1315.81620,4.14000,,1024,,1.16,1.10,,,4.35,14.4686000
CoRoT-20 c,CoRoT-20,1,1,2,1675.00000000,2.900000,5403.11000,17.00000,0.600000,,,,1.14,,,,14.4686000
CoRoT-21 b,CoRoT-21,0,1,1,2.72474000,0.041600,705.58260,2.22000,0.390000,,6200.00,1.95,1.29,0.000,,,15.8558000
CoRoT-21 b,CoRoT-21,1,1,1,2.72474000,0.041700,718.29580,2.26000,0.000000,,6200.00,1.95,1.29,0.000,[Fe/H],3.70,15.8558000
CoRoT-22 b,CoRoT-22,1,1,1,9.75598000,0.092000,12.20000,0.03800,0.077000,885,5939.00,1.14,1.10,0.170,[Fe/H],4.36,13.7305000
CoRoT-23 b,CoRoT-23,0,1,1,3.63130000,0.048090,972.55980,3.06000,,1710,5900.00,1.74,1.12,0.050,[Fe/H],4.01,15.0681000
CoRoT-23 b,CoRoT-23,1,1,1,3.63130000,0.048000,889.90000,2.80000,0.160000,1660,5900.00,1.61,1.14,0.050,[Fe/H],4.30,15.0681000
CoRoT-23 b,CoRoT-23,0,1,1,3.63130000,0.048400,982.09470,3.09000,0.160000,,5900.00,1.61,1.14,0.050,,,15.0681000
CoRoT-24 b,CoRoT-24,1,1,2,5.11340000,0.056000,5.70000,0.01800,0.000000,1070,4950.00,0.86,0.91,0.300,[Fe/H],4.55,15.1801000
CoRoT-24 c,CoRoT-24,1,1,2,11.75900000,0.098000,28.00000,0.08800,0.000000,850,4950.00,0.86,0.91,0.300,[Fe/H],4.55,15.1801000
CoRoT-25 b,CoRoT-25,1,1,1,4.86069000,0.057800,85.81000,0.27000,0.000000,1330,6040.00,1.19,1.09,-0.010,[Fe/H],4.31,14.7110000
CoRoT-25 b,CoRoT-25,0,1,1,4.86069000,0.057890,93.12419,0.29300,0.220000,,6040.00,1.19,1.09,0.010,,,14.7110000
CoRoT-26 b,CoRoT-26,0,1,1,4.20474000,0.052500,184.34140,0.58000,0.410000,,5590.00,1.79,1.09,0.010,,,15.4682000
CoRoT-26 b,CoRoT-26,1,1,1,4.20474000,0.052600,165.26000,0.52000,0.000000,1600,5590.00,1.79,1.09,0.010,[Fe/H],3.99,15.4682000
CoRoT-27 b,CoRoT-27,1,1,1,3.57532000,0.047600,3302.11000,10.39000,0.065000,1500,5900.00,1.08,1.05,-0.100,[M/H],4.40,15.3902000
CoRoT-27 b,CoRoT-27,0,1,1,3.57532000,0.046700,3273.64900,10.30000,0.034000,,5900.00,1.08,1.05,0.100,,,15.3902000
CoRoT-28 b,CoRoT-28,0,1,1,5.20851000,0.059000,152.87623,0.48100,0.071000,,5150.00,1.78,1.01,0.150,,,13.4119000
CoRoT-28 b,CoRoT-28,1,1,1,5.20851000,0.060300,153.82972,0.48400,0.047000,,5150.00,1.78,1.01,0.150,[Fe/H],3.60,13.4119000
CoRoT-29 b,CoRoT-29,0,1,1,2.85056150,,,,,,5268.00,1.08,0.90,,,4.33,15.2394000
CoRoT-29 b,CoRoT-29,0,1,1,2.85057000,0.039000,266.97720,0.84000,0.120000,,5260.00,0.90,0.97,0.200,,,15.2394000
CoRoT-29 b,CoRoT-29,1,1,1,2.85057000,0.038600,270.15550,0.85000,0.082000,,5260.00,0.90,0.97,0.200,[Fe/H],4.30,15.2394000
CoRoT-3 b,CoRoT-3,0,1,1,4.25679940,0.056940,6747.53090,21.23000,0.008000,,,1.54,1.36,,,,13.2188000
CoRoT-3 b,CoRoT-3,1,1,1,4.25680000,,6883.91000,21.66000,0.000000,,6740.00,1.56,1.37,,,4.22,13.2188000
CoRoT-3 b,CoRoT-3,0,1,1,4.25679940,0.057830,6979.54680,21.96000,,1695,6740.00,1.57,1.40,-0.020,[Fe/H],4.19,13.2188000
CoRoT-3 b,CoRoT-3,0,1,1,4.25679940,0.057400,6814.27520,21.44000,0.016000,,6740.00,1.56,1.37,0.020,,,13.2188000
CoRoT-3 b,CoRoT-3,0,1,1,,,,,,,6558.00,1.44,1.41,0.140,[Fe/H],4.25,13.2188000
CoRoT-30 b,CoRoT-30,1,1,1,9.06005000,0.084400,921.70700,2.90000,0.007000,,5650.00,0.91,0.98,0.020,[Fe/H],4.40,15.4130000
CoRoT-31 b,CoRoT-31,1,1,1,4.62941000,0.058600,266.97720,0.84000,0.020000,,5700.00,2.15,1.25,0.000,[Fe/H],3.85,15.4655000
CoRoT-4 b,CoRoT-4,0,1,1,9.20205000,0.090250,223.43449,0.70300,0.140000,,6190.00,1.17,1.16,0.050,,,13.5613000
CoRoT-4 b,CoRoT-4,0,1,1,9.20205000,0.091200,232.33373,0.73100,,1058,6190.00,1.15,1.19,0.050,[Fe/H],4.40,13.5613000
CoRoT-4 b,CoRoT-4,1,1,1,9.20205000,0.090000,228.83000,0.72000,0.000000,1074,6190.00,1.17,1.16,,,4.41,13.5613000
CoRoT-5 b,CoRoT-5,0,1,1,4.03791560,0.049500,145.88397,0.45900,,1397,,1.11,0.99,,,4.34,13.9021000
CoRoT-5 b,CoRoT-5,0,1,1,4.03789620,0.049630,151.92274,0.47800,0.087000,,6100.00,1.19,1.00,0.250,,,13.9021000
CoRoT-5 b,CoRoT-5,0,1,1,4.03789620,0.050040,149.38010,0.47000,,1348,6100.00,1.05,1.02,-0.250,[Fe/H],4.41,13.9021000
CoRoT-5 b,CoRoT-5,1,1,1,4.03789620,0.049470,148.42000,0.46700,0.090000,1438,6100.00,1.19,1.00,-0.250,[M/H],4.19,13.9021000
CoRoT-6 b,CoRoT-6,0,1,1,8.88659300,0.085400,937.59850,2.95000,0.180000,,6090.00,1.02,1.05,0.200,,,13.7459000
CoRoT-6 b,CoRoT-6,0,1,1,8.88659300,0.085500,940.77680,2.96000,,1025,6090.00,1.04,1.05,-0.200,[Fe/H],4.42,13.7459000
CoRoT-6 b,CoRoT-6,1,1,1,8.88659300,0.085500,940.74000,2.96000,0.100000,1017,6090.00,1.02,1.05,-0.200,[Fe/H],4.43,13.7459000
CoRoT-7 b,CoRoT-7,0,1,2,0.85358500,0.017200,21.00000,0.06600,,,5275.00,0.87,0.93,0.030,[M/H],4.50,11.5239000
CoRoT-7 b,CoRoT-7,0,1,2,0.85400000,,4.60000,0.01447,,,5313.00,0.84,0.88,0.030,[Fe/H],4.54,11.5239000
CoRoT-7 b,CoRoT-7,1,1,2,0.85359163,,4.07661,0.01283,0.000000,,5275.00,0.83,0.82,0.050,[Fe/H],4.50,11.5239000
CoRoT-7 b,CoRoT-7,0,1,2,0.85358500,0.016900,6.99226,0.02200,,1910,5250.00,0.96,0.88,0.120,[Fe/H],4.42,11.5239000
CoRoT-7 b,CoRoT-7,0,1,2,0.85359159,0.017016,5.74000,0.01800,0.000000,1756,5259.00,0.82,0.91,0.138,[Fe/H],4.57,11.5239000
CoRoT-7 b,CoRoT-7,0,1,2,0.85359165,0.017000,4.73000,0.01500,0.120000,,5256.00,0.86,0.90,0.060,[M/H],4.52,11.5239000
CoRoT-7 b,CoRoT-7,0,1,2,0.85358500,0.017000,4.80000,0.01510,0.000000,,5256.00,0.86,0.90,0.060,[M/H],4.52,11.5239000
CoRoT-7 c,CoRoT-7,0,1,2,3.70000000,0.045000,13.56000,0.04300,0.120000,,5256.00,0.86,0.90,0.060,[M/H],4.52,11.5239000
CoRoT-7 c,CoRoT-7,1,1,2,3.69800000,0.046000,8.40000,0.02643,0.000000,,5256.00,0.86,0.90,0.060,[M/H],4.52,11.5239000
CoRoT-8 b,CoRoT-8,1,1,1,6.21229000,0.063000,69.92000,0.22000,0.000000,,5080.00,0.77,0.88,0.300,[M/H],4.58,14.2195000
CoRoT-8 b,CoRoT-8,0,1,1,6.21244500,0.063600,69.28694,0.21800,,870,,0.80,0.89,,,4.58,14.2195000
CoRoT-8 b,CoRoT-8,0,1,1,6.21238100,0.063390,69.28694,0.21800,0.190000,,5080.00,0.77,0.88,0.300,,,14.2195000
CoRoT-8 b,CoRoT-8,0,1,1,6.21229000,0.063300,68.65128,0.21600,,922,5080.00,0.90,0.88,0.310,[Fe/H],4.47,14.2195000
CoRoT-9 b,CoRoT-9,0,2,1,95.27380000,0.407000,266.97000,0.84000,0.110000,,5625.00,0.94,0.99,-0.010,[M/H],4.54,13.5008000
CoRoT-9 b,CoRoT-9,0,2,1,95.27265600,0.402900,268.88418,0.84600,0.134000,,5625.00,0.96,0.96,0.010,,,13.5008000
CoRoT-9 b,CoRoT-9,1,2,1,95.27265600,0.402100,266.97720,0.84000,0.133000,420,5625.00,0.96,0.96,-0.010,[Fe/H],4.54,13.5008000
CoRoT-9 b,CoRoT-9,0,2,1,95.27380000,0.402700,262.52758,0.82600,,413,5625.00,0.94,0.96,-0.010,[Fe/H],4.48,13.5008000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,6.71837000,0.071000,47.67450,0.15000,,938,5970.00,0.79,1.08,0.000,[Fe/H],4.67,13.5867000
DE CVn b,DE CVn,1,2,1,4098.10000000,5.750000,3823.27330,12.02930,0.000000,,,,0.51,,,,11.9752000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,246.36000000,0.360000,9057.77000,28.50000,0.345000,,,,0.07,,,,18.5577000
DH Tau b,DH Tau,1,1,1,,330.000000,3496.00000,11.00000,,,,0.27,0.33,,,,12.4961000
DH Tau b,DH Tau,0,1,1,,,3496.13000,11.00000,,2200,4371.00,1.37,0.68,,,4.00,12.4961000
DMPP-1 b,DMPP-1,1,1,4,18.57000000,0.146200,24.27000,0.07636,0.083000,877,6196.00,1.26,1.21,,,4.41,7.8503200
DMPP-1 c,DMPP-1,1,1,4,6.58400000,0.073300,9.60000,0.03020,0.057000,1239,6196.00,1.26,1.21,,,4.41,7.8503200
DMPP-1 d,DMPP-1,1,1,4,2.88200000,0.042200,3.35000,0.01054,0.070000,1632,6196.00,1.26,1.21,,,4.41,7.8503200
DMPP-1 e,DMPP-1,1,1,4,5.51600000,0.065100,4.13000,0.01299,0.070000,1314,6196.00,1.26,1.21,,,4.41,7.8503200
DMPP-2 b,DMPP-2,1,1,1,5.20720000,0.066400,138.89171,0.43700,0.078000,1000,6500.00,1.78,1.44,,,4.10,8.4582400
DMPP-3 A b,DMPP-3 A,0,2,1,6.67360000,0.066200,2.58000,0.00812,0.000000,854,,,,,,,
DMPP-3 A b,DMPP-3 A,1,2,1,6.67320000,0.066200,2.58000,0.00812,0.140000,854,5138.00,0.91,0.87,0.180,[Fe/H],4.30,
DP Leo b,DP Leo,1,2,1,10220.00000000,8.190000,1922.79000,6.05000,0.390000,,,,0.69,,,,18.6333000
DP Leo b,DP Leo,0,2,1,8693.00000000,8.600000,1995.88832,6.28000,,,,,,,,,18.6333000
DS Tuc A b,DS Tuc A,0,2,1,8.13870000,,413.17900,1.30000,,,5542.00,0.87,0.96,-0.080,[Fe/H],4.60,8.3192600
DS Tuc A b,DS Tuc A,1,2,1,8.13826800,,,,0.000000,850,5428.00,0.96,1.01,0.000,,,8.3192600
DS Tuc A b,DS Tuc A,0,2,1,8.13822000,,,,,966,5414.00,0.95,,,,4.44,8.3192600
EPIC 201170410.02,EPIC 201170410,1,1,1,6.79870000,0.034900,,,0.000000,,3648.00,0.28,0.29,-0.048,[Fe/H],5.00,16.4386000
EPIC 201238110 b,EPIC 201238110,1,1,1,28.16560000,,,,,,,,0.41,,,,15.2612000
EPIC 201238110 b,EPIC 201238110,0,1,1,28.16960000,,,,,,,0.37,,,,,15.2612000
EPIC 201497682 b,EPIC 201497682,1,1,1,2.13174000,,,,,,,,0.78,,,,13.7368000
EPIC 201615463 c,K2-166,1,1,2,3.80464000,,,,,,,,1.07,,,,11.9456000
EPIC 201754305 d,K2-16,1,1,3,2.71578000,,,,,,,,0.67,,,,14.3234000
EPIC 201757695.02,EPIC 201757695,1,1,1,2.04780000,0.029600,,,0.000000,,4520.00,0.66,0.73,-0.003,[Fe/H],4.66,
EPIC 201833600 c,K2-50,1,1,2,3.96151000,,,,,,,,0.61,,,,14.2575000
EPIC 201833600 c,K2-50,0,1,2,3.96165000,,,,,,,0.63,,,,,14.2575000
EPIC 201841433 b,EPIC 201841433,1,1,1,4.16980000,0.035000,,,,,5053.00,0.63,0.80,0.000,[Fe/H],4.59,14.5885000
EPIC 201841433 b,EPIC 201841433,0,1,1,4.16888000,,,,,,,0.63,,,,,14.5885000
EPIC 201841433 b,EPIC 201841433,0,1,1,4.16959000,,,,,,,,0.80,,,,14.5885000
EPIC 205950854 c,K2-168,1,1,2,8.05072200,,,,,961,5502.70,0.83,0.88,,,,12.0976000
EPIC 205950854 c,K2-168,0,1,2,8.04680000,,,,,,,,0.91,,,,12.0976000
EPIC 205950854 c,K2-168,0,1,2,8.05160000,,,,,,,0.90,,,,,12.0976000
EPIC 206024342 b,EPIC 206024342,1,1,1,4.50756000,,,,,,,,0.93,,,,12.9682000
EPIC 206024342 b,EPIC 206024342,0,1,1,4.50717000,,,,,,,0.82,,,,,12.9682000
EPIC 206032309 b,EPIC 206032309,1,1,1,2.87814000,,,,,,,,0.22,,,,16.0689000
EPIC 206042996 b,EPIC 206042996,0,1,1,5.29853000,,,,,,,0.67,,,,,15.9752000
EPIC 206042996 b,EPIC 206042996,1,1,1,5.29711000,,,,,,,,0.56,,,,15.9752000
EPIC 206215704 b,EPIC 206215704,0,1,1,2.25558000,,,,,,,0.37,,,,,16.1722000
EPIC 206215704 b,EPIC 206215704,1,1,1,2.25372000,,,,,,,,0.41,,,,16.1722000
EPIC 206317286 b,EPIC 206317286,0,1,1,1.58316000,,,,,,,0.67,,,,,13.7740000
EPIC 206317286 b,EPIC 206317286,1,1,1,1.58252000,,,,,,,,0.71,,,,13.7740000
EPIC 211822797 b,EPIC 211822797,0,1,1,21.16968700,,,,,,3880.00,0.59,,,,,14.5263000
EPIC 211822797 b,EPIC 211822797,1,1,1,21.16986100,0.131000,,,0.060000,,4148.21,0.57,0.66,,,,14.5263000
EPIC 211822797 b,EPIC 211822797,0,1,1,21.16987000,,,,,,3811.00,0.60,0.59,,,4.65,14.5263000
EPIC 211822797 b,EPIC 211822797,0,1,1,21.15950000,,,,,,3811.00,0.60,0.59,,,4.65,14.5263000
EPIC 211822797 b,EPIC 211822797,0,1,1,21.16860000,,,,,,,0.64,,,,,14.5263000
EPIC 211822797 b,EPIC 211822797,0,1,1,21.16961900,,,,0.180000,,3880.00,0.59,0.61,0.140,[Fe/H],,14.5263000
EPIC 211822797 b,EPIC 211822797,0,1,1,21.17623917,,,,,,3811.00,0.60,0.59,,,4.65,14.5263000
EPIC 211945201 b,EPIC 211945201,0,1,1,19.49196500,,,,,,6320.00,1.49,,,,4.22,10.0512000
EPIC 211945201 b,EPIC 211945201,1,1,1,19.49221000,0.149300,,,,817,6069.00,1.39,1.17,0.100,[Fe/H],4.22,10.0512000
EPIC 211945201 b,EPIC 211945201,0,1,1,19.49213000,0.148000,27.00000,0.08495,0.000000,886,6025.00,1.38,1.18,0.100,[Fe/H],4.25,10.0512000
EPIC 211945201 b,EPIC 211945201,0,1,1,19.49179500,,,,,,6046.00,1.41,,0.050,[Fe/H],4.14,10.0512000
EPIC 211945201 b,EPIC 211945201,0,1,1,19.49213200,,,,,,,1.48,,,,,10.0512000
EPIC 211945201 b,EPIC 211945201,0,1,1,19.50735025,,,,,,6128.00,1.36,1.16,,,4.23,10.0512000
EPIC 211945201 b,EPIC 211945201,0,1,1,19.49100000,,,,,,6128.00,1.36,1.16,,,4.23,10.0512000
EPIC 211945201 b,EPIC 211945201,0,1,1,19.49183000,,,,,,,1.40,,,,,10.0512000
EPIC 212297394 b,EPIC 212297394,1,1,1,2.28943000,,,,,,,,0.83,,,,14.1864000
EPIC 212297394 b,EPIC 212297394,0,1,1,2.28896000,,,,,,,0.75,,,,,14.1864000
EPIC 212424622 b,EPIC 212424622,1,1,1,18.09830000,,,,,,,,1.11,,,,13.2026000
EPIC 212424622 b,EPIC 212424622,0,1,1,18.09710000,,,,,,,1.22,,,,,13.2026000
EPIC 212499991 b,EPIC 212499991,1,1,1,34.88500000,,,,,,,,0.91,,,,13.3118000
EPIC 212587672 b,EPIC 212587672,1,1,1,15.28410000,,,,,,,,0.95,,,,12.2038000
EPIC 212587672 b,EPIC 212587672,0,1,1,15.28410000,,,,,,,0.98,,,,,12.2038000
EPIC 212737443 b,EPIC 212737443,1,1,2,13.60300000,0.098000,,,0.200000,536,4684.00,0.67,0.69,-0.137,[Fe/H],4.62,14.4776000
EPIC 212737443 b,EPIC 212737443,0,1,2,13.60300000,,,,,,4581.00,0.67,0.72,,,4.65,14.4776000
EPIC 212737443 b,EPIC 212737443,0,1,2,13.60697954,,,,,,4581.00,0.67,0.72,,,4.65,14.4776000
EPIC 212737443 c,EPIC 212737443,1,1,2,65.55000000,0.280000,,,0.200000,316,4684.00,0.67,0.69,-0.137,[Fe/H],4.62,14.4776000
EPIC 220554210 c,K2-282,0,1,2,0.70538600,,,,,,,1.01,,,,,13.8183000
EPIC 220554210 c,K2-282,1,1,2,0.70531000,,,,,,,,0.94,,,,13.8183000
EPIC 220674823 b,EPIC 220674823,1,1,2,0.57133100,0.013400,,,,2119,5617.00,0.98,0.97,0.130,[Fe/H],4.45,11.9535000
EPIC 220674823 b,EPIC 220674823,0,1,2,0.57128500,,,,,,,1.02,,,,,11.9535000
EPIC 220674823 b,EPIC 220674823,0,1,2,0.57100000,,7.72000,0.02429,,,5496.00,0.98,0.90,0.060,[Fe/H],4.42,11.9535000
EPIC 220674823 b,EPIC 220674823,0,1,2,0.57130800,,,,0.000000,,5590.00,0.83,0.93,0.025,[Fe/H],4.56,11.9535000
EPIC 220674823 b,EPIC 220674823,0,1,2,0.57133600,0.013120,9.00000,0.02832,,2063,5496.00,0.95,0.92,0.060,[Fe/H],4.42,11.9535000
EPIC 220674823 b,EPIC 220674823,0,1,2,0.57129900,,,,,,5590.00,0.91,0.97,0.080,[Fe/H],4.54,11.9535000
EPIC 220674823 b,EPIC 220674823,0,1,2,0.57129900,,,,,,5590.00,0.91,,0.080,[Fe/H],4.54,11.9535000
EPIC 220674823 b,EPIC 220674823,0,1,2,0.57129200,0.011600,8.36000,0.02630,0.000000,2333,5470.00,0.87,0.94,-0.025,[Fe/H],4.53,11.9535000
EPIC 220674823 b,EPIC 220674823,0,1,2,0.57133600,,,,,,,0.97,,,,,11.9535000
EPIC 220674823 c,EPIC 220674823,0,1,2,13.34124500,,,,0.000000,,5590.00,0.83,0.93,0.025,[Fe/H],4.56,11.9535000
EPIC 220674823 c,EPIC 220674823,0,1,2,13.33870000,0.107100,5.70000,0.01793,,722,5496.00,0.95,0.92,0.060,[Fe/H],4.42,11.9535000
EPIC 220674823 c,EPIC 220674823,0,1,2,13.33868700,,,,,,,0.97,,,,,11.9535000
EPIC 220674823 c,EPIC 220674823,0,1,2,13.33974600,,,,,,5590.00,0.91,,0.080,[Fe/H],4.54,11.9535000
EPIC 220674823 c,EPIC 220674823,0,1,2,13.33970000,0.105000,5.80000,0.01825,0.180000,774,5470.00,0.87,0.94,-0.025,[Fe/H],4.53,11.9535000
EPIC 220674823 c,EPIC 220674823,1,1,2,13.33907900,0.109100,,,,741,5617.00,0.98,0.97,0.130,[Fe/H],4.45,11.9535000
EPIC 220674823 c,EPIC 220674823,0,1,2,13.33877000,,,,,,,1.02,,,,,11.9535000
EPIC 220674823 c,EPIC 220674823,0,1,2,13.33974600,,,,,,5590.00,0.91,0.97,0.080,[Fe/H],4.54,11.9535000
EPIC 246851721 b,EPIC 246851721,1,2,1,6.18023500,0.072290,953.49000,3.00000,,1401,6202.00,1.59,1.32,0.141,[Fe/H],4.16,11.2549000
EPIC 248847494 b,EPIC 248847494,1,1,1,3650.00000000,4.500000,4131.79000,13.00000,0.000000,183,4898.00,2.70,0.90,-0.230,[Fe/H],3.52,12.1722000
EPIC 249893012 b,EPIC 249893012,1,1,3,3.59510000,0.047000,8.75000,0.02753,0.060000,1616,5430.00,1.71,1.05,0.200,[Fe/H],3.99,11.4019000
EPIC 249893012 c,EPIC 249893012,1,1,3,15.62400000,0.130000,14.67000,0.04616,0.070000,990,5430.00,1.71,1.05,0.200,[Fe/H],3.99,11.4019000
EPIC 249893012 d,EPIC 249893012,1,1,3,35.74700000,0.220000,10.18000,0.03203,0.150000,752,5430.00,1.71,1.05,0.200,[Fe/H],3.99,11.4019000
FU Tau b,FU Tau,1,1,1,,800.000000,5085.28000,16.00000,,2375,2838.00,,0.05,,,,15.2412000
G 9-40 b,G 9-40,0,1,1,5.74591200,,,,,,3390.00,0.31,,,,4.94,12.7331000
G 9-40 b,G 9-40,1,1,1,5.74600700,0.038500,,,0.000000,456,3348.00,0.31,0.29,0.040,[Fe/H],4.93,12.7331000
GJ 1061 b,GJ 1061,1,1,3,3.20400000,0.021000,1.37000,0.00431,0.310000,,2953.00,0.16,0.12,-0.080,[Fe/H],,10.9889000
GJ 1061 c,GJ 1061,1,1,3,6.68900000,0.035000,1.74000,0.00547,0.290000,,2953.00,0.16,0.12,-0.080,[Fe/H],,10.9889000
GJ 1061 d,GJ 1061,1,1,3,13.03100000,0.054000,1.64000,0.00516,0.530000,,2953.00,0.16,0.12,-0.080,[Fe/H],,10.9889000
GJ 1132 b,GJ 1132,0,1,2,,,1.58000,0.00497,,,,,,,,,12.1380000
GJ 1132 b,GJ 1132,0,1,2,1.62893000,,1.62000,0.00510,0.000000,409,3270.00,0.21,0.18,-0.120,[Fe/H],,12.1380000
GJ 1132 b,GJ 1132,0,1,2,1.62892870,0.015330,1.63000,0.00513,,644,,0.26,0.18,,,4.88,12.1380000
GJ 1132 b,GJ 1132,1,1,2,1.62893100,0.015300,1.66000,0.00522,0.220000,529,3270.00,0.21,0.18,,,,12.1380000
GJ 1132 c,GJ 1132,1,1,2,8.92900000,0.047600,2.64000,0.00831,0.270000,300,3270.00,0.21,0.18,,,,12.1380000
